$ Get data for 899:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:41:54 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA899           Tinkham Creek
WA899       1106  20     40.00
WA899       1106  21     40.00
WA899       1106  22     35.00
WA899       1106  23     33.00
WA899       1106  24     33.00
WA899       1106  25     33.00
WA899       1106  26     32.00
WA899       1106  27     29.00
WA899       1106  28     28.00
WA899       1106  29     18.00
WA899       1106  30     34.00
WA899       1206   1     35.00
WA899       1206   2     32.00
WA899       1206   3     32.00
WA899       1206   4     37.00
WA899       1206   5     38.00
WA899       1206   6     40.00
WA899       1206   7     37.00
WA899       1206   8     38.00
WA899       1206   9     36.00
WA899       1206  10     37.00
WA899       1206  11     37.00
WA899       1206  12     38.00
WA899       1206  13     39.00
WA899       1206  14     37.00
WA899       1206  15     36.00
WA899       1206  16     29.00
WA899       1206  17     33.00
WA899       1206  18     31.00
WA899       1206  19     36.00
WA899       1206  20     30.00
WA899       1206  21     36.00
WA899       1206  22     35.00
WA899       1206  23     35.00
WA899       1206  24     33.00
WA899       1206  25     37.00
WA899       1206  26     35.00
WA899       1206  27     33.00
WA899       1206  28     31.00
WA899       1206  29     32.00
WA899       1206  30     33.00
WA899       1206  31     35.00
WA899       0107   1     40.00
WA899       0107   2     47.00
WA899       0107   3     36.00
WA899       0107   4     33.00
WA899       0107   5     35.00
WA899       0107   6     35.00
WA899       0107   7     38.00
WA899       0107   8     38.00
WA899       0107   9     44.00
WA899       0107  10     28.00
WA899       0107  11     26.00
WA899       0107  12     24.00
WA899       0107  13     26.00
WA899       0107  14     26.00
WA899       0107  15     21.00
WA899       0107  16     29.00
WA899       0107  17     33.00
WA899       0107  18     34.00
WA899       0107  19     36.00
WA899       0107  20     34.00
WA899       0107  21     36.00
WA899       0107  22     38.00
WA899       0107  23     44.00
WA899       0107  24     44.00
WA899       0107  25     44.00
WA899       0107  26     46.00
WA899       0107  27     40.00
WA899       0107  28     40.00
WA899       0107  29     39.00
WA899       0107  30     40.00
WA899       0107  31     37.00
WA899       0207   1     40.00
WA899       0207   2     44.00
WA899       0207   3     43.00
WA899       0207   4     45.00
WA899       0207   5     43.00
WA899       0207   6     44.00
WA899       0207   7     42.00
WA899       0207   8     43.00
WA899       0207   9     42.00
WA899       0207  10     39.00
WA899       0207  11     42.00
WA899       0207  12     43.00
WA899       0207  13     40.00
WA899       0207  14     40.00
WA899       0207  15     44.00
WA899       0207  16     43.00
WA899       0207  17     49.00
WA899       0207  18     35.00
WA899       0207  19     36.00
WA899       0207  20     36.00
WA899       0207  21     35.00
WA899       0207  22     38.00
WA899       0207  23     33.00
WA899       0207  24     32.00
WA899       0207  25     38.00
WA899       0207  26     34.00
WA899       0207  27     33.00
WA899       0207  28     33.00
WA899       0307   1     29.00
WA899       0307   2     32.00
WA899       0307   3     43.00
WA899       0307   4     42.00
WA899       0307   5     49.00
WA899       0307   6     52.00
WA899       0307   7     45.00
WA899       0307   8     42.00
WA899       0307   9     46.00
WA899       0307  10     45.00
WA899       0307  11     56.00
WA899       0307  12     47.00
WA899       0307  13     40.00
WA899       0307  14     35.00
WA899       0307  15     40.00
WA899       0307  16     51.00
WA899       0307  17     51.00
WA899       0307  18     49.00
WA899       0307  19     45.00
WA899       0307  20     36.00
WA899       0307  21     40.00
WA899       0307  22     45.00
WA899       0307  23     44.00
WA899       0307  24     46.00
WA899       0307  25     40.00
WA899       0307  26     46.00
WA899       0307  27     38.00
WA899       0307  28     41.00
WA899       0307  29     52.00
WA899       0307  30     52.00
WA899       0307  31     44.00
WA899       0407   1     36.00
WA899       0407   2     36.00
WA899       0407   3     45.00
WA899       0407   4     44.00
WA899       0407   5     53.00
WA899       0407   6     60.00
WA899       0407   7     46.00
WA899       0407   8     53.00
WA899       0407   9     39.00
WA899       0407  10     43.00
WA899       0407  11     46.00
WA899       0407  12     46.00
WA899       0407  13     46.00
WA899       0407  14     47.00
WA899       0407  15     47.00
WA899       0407  16     42.00
WA899       0407  17     47.00
WA899       0407  18     45.00
WA899       0407  19     44.00
WA899       0407  20     51.00
WA899       0407  21     47.00
WA899       0407  22     49.00
WA899       0407  23     58.00
WA899       0407  24     46.00
WA899       0407  25     44.00
WA899       0407  26     47.00
WA899       0407  27     46.00
WA899       0407  28     53.00
WA899       0407  29     51.00
WA899       0407  30     56.00
WA899       0507   1     49.00
WA899       0507   2     47.00
WA899       0507   3     45.00
WA899       0507   4     43.00
WA899       0507   5     49.00
WA899       0507   6     52.00
WA899       0507   7     67.00
WA899       0507   8     68.00
WA899       0507   9     59.00
WA899       0507  10     61.00
WA899       0507  11     63.00
WA899       0507  12     57.00
WA899       0507  13     42.00
WA899       0507  14     65.00
WA899       0507  15     72.00
WA899       0507  16     60.00
WA899       0507  17     58.00
WA899       0507  18     63.00
WA899       0507  19     51.00
WA899       0507  20     49.00
WA899       0507  21     44.00
WA899       0507  22     52.00
WA899       0507  23     59.00
WA899       0507  24     65.00
WA899       0507  25     68.00
WA899       0507  26     64.00
WA899       0507  27     46.00
WA899       0507  28     54.00
WA899       0507  29     69.00
WA899       0507  30     77.00
WA899       0507  31     74.00
WA899       0607   1     76.00
WA899       0607   2     77.00
WA899       0607   3     84.00
WA899       0607   4     65.00
WA899       0607   5     49.00
WA899       0607   6     44.00
WA899       0607   7     49.00
WA899       0607   8     56.00
WA899       0607   9     50.00
WA899       0607  10     51.00
WA899       0607  11     51.00
WA899       0607  12     64.00
WA899       0607  13     51.00
WA899       0607  14     58.00
WA899       0607  15     54.00
WA899       0607  16     51.00
WA899       0607  17     47.00
WA899       0607  18     55.00
WA899       0607  19     72.00
WA899       0607  20     75.00
WA899       0607  21     64.00
WA899       0607  22     59.00
WA899       0607  23     59.00
WA899       0607  24     50.00
WA899       0607  25     57.00
WA899       0607  26     69.00
WA899       0607  27     69.00
WA899       0607  28     67.00
WA899       0607  29     55.00
WA899       0607  30     65.00
WA899       0707   1     69.00
WA899       0707   2     70.00
WA899       0707   3     74.00
WA899       0707   4     83.00
WA899       0707   5     81.00
WA899       0707   6     72.00
WA899       0707   7     70.00
WA899       0707   8     69.00
WA899       0707   9     76.00
WA899       0707  10     88.00
WA899       0707  11     93.00
WA899       0707  12     78.00
WA899       0707  13     72.00
WA899       0707  14     80.00
WA899       0707  15     72.00
WA899       0707  16     70.00
WA899       0707  17     67.00
WA899       0707  18     60.00
WA899       0707  19     59.00
WA899       0707  20     58.00
WA899       0707  21     68.00
WA899       0707  22     65.00
WA899       0707  23     71.00
WA899       0707  24     64.00
WA899       0707  25     74.00
WA899       0707  26     74.00
WA899       0707  27     74.00
WA899       0707  28     72.00
WA899       0707  29     63.00
WA899       0707  30     65.00
WA899       0707  31     70.00
WA899       0807   1     79.00
WA899       0807   2     76.00
WA899       0807   3     62.00
WA899       0807   4     61.00
WA899       0807   5     69.00
WA899       0807   6     68.00
WA899       0807   7     56.00
WA899       0807   8     58.00
WA899       0807   9     60.00
WA899       0807  10     56.00
WA899       0807  11     69.00
WA899       0807  12     57.00
WA899       0807  13     69.00
WA899       0807  14     77.00
WA899       0807  15     79.00
WA899       0807  16     65.00
WA899       0807  17     63.00
WA899       0807  18     62.00
WA899       0807  19     50.00
WA899       0807  20     54.00
WA899       0807  21     61.00
WA899       0807  22     63.00
WA899       0807  23     69.00
WA899       0807  24     72.00
WA899       0807  25     58.00
WA899       0807  26     55.00
WA899       0807  27     60.00
WA899       0807  28     70.00
WA899       0807  29     79.00
WA899       0807  30     76.00
WA899       0807  31     61.00
WA899       0907   1     71.00
WA899       0907   2     70.00
WA899       0907   3     71.00
WA899       0907   4     57.00
WA899       0907   5     61.00
WA899       0907   6     61.00
WA899       0907   7     57.00
WA899       0907   8     68.00
WA899       0907   9     70.00
WA899       0907  10     76.00
WA899       0907  11     79.00
WA899       0907  12     69.00
WA899       0907  13     76.00
WA899       0907  14     59.00
WA899       0907  15     59.00
WA899       0907  16     50.00
WA899       0907  17     51.00
WA899       0907  18     47.00
WA899       0907  19     57.00
WA899       0907  20     53.00
WA899       0907  21     59.00
WA899       0907  22     49.00
WA899       0907  23     47.00
WA899       0907  24     58.00
WA899       0907  25     52.00
WA899       0907  26     61.00
WA899       0907  27     60.00
WA899       0907  28     43.00
WA899       0907  29     46.00
WA899       0907  30     44.00
WA899       1007   1     45.00
WA899       1007   2     47.00
WA899       1007   3     42.00
WA899       1007   4     43.00
WA899       1007   5     40.00
WA899       1007   6     45.00
WA899       1007   7     53.00
WA899       1007   8     50.00
WA899       1007   9     57.00
WA899       1007  10     47.00
WA899       1007  11     48.00
WA899       1007  12     49.00
WA899       1007  13     56.00
WA899       1007  14     57.00
WA899       1007  15     52.00
WA899       1007  16     44.00
WA899       1007  17     41.00
WA899       1007  18     45.00
WA899       1007  19     44.00
WA899       1007  20     38.00
WA899       1007  21     42.00
WA899       1007  22     51.00
WA899       1007  23     61.00
WA899       1007  24     48.00
WA899       1007  25     38.00
WA899       1007  26     49.00
WA899       1007  27     50.00
WA899       1007  28     55.00
WA899       1007  29     47.00
WA899       1007  30     48.00
WA899       1007  31     49.00
WA899       1107   1     42.00
WA899       1107   2     47.00
WA899       1107   3     50.00
WA899       1107   4     47.00
WA899       1107   5     51.00
WA899       1107   6     53.00
WA899       1107   7     48.00
WA899       1107   8     52.00
WA899       1107   9     49.00
WA899       1107  10     45.00
WA899       1107  11     39.00
WA899       1107  12     46.00
WA899       1107  13     37.00
WA899       1107  14     38.00
WA899       1107  15     44.00
WA899       1107  16     44.00
WA899       1107  17     44.00
WA899       1107  18     35.00
WA899       1107  19     36.00
WA899       1107  20     36.00
WA899       1107  21     33.00
WA899       1107  22     36.00
WA899       1107  23     32.00
WA899       1107  24     36.00
WA899       1107  25     35.00
WA899       1107  26     33.00
WA899       1107  27     34.00
WA899       1107  28     34.00
WA899       1107  29     32.00
WA899       1107  30     29.00
WA899       1207   1     24.00
WA899       1207   2     35.00
WA899       1207   3     49.00
WA899       1207   4     45.00
WA899       1207   5     39.00
WA899       1207   6     37.00
WA899       1207   7     33.00
WA899       1207   8     34.00
WA899       1207   9     31.00
WA899       1207  10     35.00
WA899       1207  11     30.00
WA899       1207  12     33.00
