$ Get data for 648:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:26:19 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA648           Mount Crag
WA648       0111  12     37.00
WA648       0111  13     40.00
WA648       0111  14     47.00
WA648       0111  15     49.00
WA648       0111  16     50.00
WA648       0111  17     38.00
WA648       0111  18     31.00
WA648       0111  19     30.00
WA648       0111  20     41.00
WA648       0111  21     46.00
WA648       0111  22     43.00
WA648       0111  23     43.00
WA648       0111  24     44.00
WA648       0111  25     43.00
WA648       0111  26     51.00
WA648       0111  27     51.00
WA648       0111  28     39.00
WA648       0111  29     38.00
WA648       0111  30     34.00
WA648       0111  31     34.00
WA648       0211   1     33.00
WA648       0211   2     46.00
WA648       0211   3     49.00
WA648       0211   4     46.00
WA648       0211   5     36.00
WA648       0211   6     42.00
WA648       0211   7     38.00
WA648       0211   8     30.00
WA648       0211   9     31.00
WA648       0211  10     38.00
WA648       0211  11     40.00
WA648       0211  12     39.00
WA648       0211  13     36.00
WA648       0211  14     35.00
WA648       0211  15     34.00
WA648       0211  16     36.00
WA648       0211  17     39.00
WA648       0211  18     28.00
WA648       0211  19     36.00
WA648       0211  20     34.00
WA648       0211  21     34.00
WA648       0211  22     30.00
WA648       0211  23     27.00
WA648       0211  24     20.00
WA648       0211  25     33.00
WA648       0211  26     29.00
WA648       0211  27     31.00
WA648       0211  28     32.00
WA648       0311   1     33.00
WA648       0311   2     35.00
WA648       0311   3     36.00
WA648       0311   4     33.00
WA648       0311   5     36.00
WA648       0311   6     31.00
WA648       0311   7     34.00
WA648       0311   8     42.00
WA648       0311   9     39.00
WA648       0311  10     36.00
WA648       0311  11     33.00
WA648       0311  12     36.00
WA648       0311  13     36.00
WA648       0311  14     36.00
WA648       0311  15     36.00
WA648       0311  16     40.00
WA648       0311  17     33.00
WA648       0311  18     36.00
WA648       0311  19     43.00
WA648       0311  20     40.00
WA648       0311  21     40.00
WA648       0311  22     35.00
WA648       0311  23     45.00
WA648       0311  24     44.00
WA648       0311  25     44.00
WA648       0311  26     40.00
WA648       0311  27     36.00
WA648       0311  28     39.00
WA648       0311  29     40.00
WA648       0311  30     45.00
WA648       0311  31     46.00
WA648       0411   1     37.00
WA648       0411   2     39.00
WA648       0411   3     37.00
WA648       0411   4     38.00
WA648       0411   5     40.00
WA648       0411   6     36.00
WA648       0411   7     40.00
WA648       0411   8     44.00
WA648       0411   9     43.00
WA648       0411  10     39.00
WA648       0411  11     42.00
WA648       0411  12     44.00
WA648       0411  13     41.00
WA648       0411  14     34.00
WA648       0411  15     40.00
WA648       0411  16     36.00
WA648       0411  17     33.00
WA648       0411  18     39.00
WA648       0411  19     38.00
WA648       0411  20     36.00
WA648       0411  21     36.00
WA648       0411  22     46.00
WA648       0411  23     51.00
WA648       0411  24     42.00
WA648       0411  25     39.00
WA648       0411  26     40.00
WA648       0411  27     35.00
WA648       0411  28     38.00
WA648       0411  29     38.00
WA648       0411  30     38.00
WA648       0511   1     49.00
WA648       0511   2     41.00
WA648       0511   3     39.00
WA648       0511   4     53.00
WA648       0511   5     45.00
WA648       0511   6     40.00
WA648       0511   7     44.00
WA648       0511   8     43.00
WA648       0511   9     42.00
WA648       0511  10     53.00
WA648       0511  11     47.00
WA648       0511  12     42.00
WA648       0511  13     53.00
WA648       0511  14     54.00
WA648       0511  15     42.00
WA648       0511  16     45.00
WA648       0511  17     47.00
WA648       0511  18     51.00
WA648       0511  19     53.00
WA648       0511  20     56.00
WA648       0511  21     42.00
WA648       0511  22     39.00
WA648       0511  23     42.00
WA648       0511  24     47.00
WA648       0511  25     44.00
WA648       0511  26     49.00
WA648       0511  27     44.00
WA648       0511  28     46.00
WA648       0511  29     48.00
WA648       0511  30     43.00
WA648       0511  31     47.00
WA648       0611   1     43.00
WA648       0611   2     48.00
WA648       0611   3     54.00
WA648       0611   4     60.00
WA648       0611   5     60.00
WA648       0611   6     58.00
WA648       0611   7     45.00
WA648       0611   8     54.00
WA648       0611   9     52.00
WA648       0611  10     45.00
WA648       0611  11     42.00
WA648       0611  12     50.00
WA648       0611  13     56.00
WA648       0611  14     42.00
WA648       0611  15     43.00
WA648       0611  16     48.00
WA648       0611  17     53.00
WA648       0611  18     47.00
WA648       0611  19     51.00
WA648       0611  20     49.00
WA648       0611  21     57.00
WA648       0611  22     59.00
WA648       0611  23     46.00
WA648       0611  24     46.00
WA648       0611  25     46.00
WA648       0611  26     54.00
WA648       0611  27     56.00
WA648       0611  28     61.00
WA648       0611  29     56.00
WA648       0611  30     49.00
WA648       0711   1     57.00
WA648       0711   2     65.00
WA648       0711   3     48.00
WA648       0711   4     60.00
WA648       0711   5     66.00
WA648       0711   6     68.00
WA648       0711   7     50.00
WA648       0711   8     44.00
WA648       0711   9     53.00
WA648       0711  10     59.00
WA648       0711  11     57.00
WA648       0711  12     52.00
WA648       0711  13     57.00
WA648       0711  14     53.00
WA648       0711  15     55.00
WA648       0711  16     53.00
WA648       0711  17     54.00
WA648       0711  18     53.00
WA648       0711  19     52.00
WA648       0711  20     51.00
WA648       0711  21     51.00
WA648       0711  22     49.00
WA648       0711  23     63.00
WA648       0711  24     73.00
WA648       0711  25     57.00
WA648       0711  26     50.00
WA648       0711  27     52.00
WA648       0711  28     64.00
WA648       0711  29     57.00
WA648       0711  30     64.00
WA648       0711  31     53.00
WA648       0811   1     64.00
WA648       0811   2     62.00
WA648       0811   3     63.00
WA648       0811   4     66.00
WA648       0811   5     64.00
WA648       0811   6     58.00
WA648       0811   7     59.00
WA648       0811   8     63.00
WA648       0811   9     59.00
WA648       0811  10     59.00
WA648       0811  11     59.00
WA648       0811  12     62.00
WA648       0811  13     59.00
WA648       0811  14     50.00
WA648       0811  15     52.00
WA648       0811  16     61.00
WA648       0811  17     63.00
WA648       0811  18     56.00
WA648       0811  19     66.00
WA648       0811  20     75.00
WA648       0811  21     72.00
WA648       0811  22     62.00
WA648       0811  23     62.00
WA648       0811  24     69.00
WA648       0811  25     69.00
WA648       0811  26     69.00
WA648       0811  27     70.00
WA648       0811  28     73.00
WA648       0811  29     65.00
WA648       0811  30     50.00
WA648       0811  31     49.00
WA648       0911   1     59.00
WA648       0911   2     53.00
WA648       0911   3     67.00
WA648       0911   4     69.00
WA648       0911   5     68.00
WA648       0911   6     69.00
WA648       0911   7     74.00
WA648       0911   8     76.00
WA648       0911   9     74.00
WA648       0911  10     77.00
WA648       0911  11     78.00
WA648       0911  12     72.00
WA648       0911  13     61.00
WA648       0911  14     49.00
WA648       0911  15     50.00
WA648       0911  16     44.00
WA648       0911  17     55.00
WA648       0911  18     55.00
WA648       0911  19     52.00
WA648       0911  20     63.00
WA648       0911  21     69.00
WA648       0911  22     61.00
WA648       0911  23     68.00
WA648       0911  24     66.00
WA648       0911  25     53.00
WA648       0911  26     47.00
WA648       0911  27     51.00
WA648       0911  28     51.00
WA648       0911  29     62.00
WA648       0911  30     55.00
WA648       1011   1     49.00
WA648       1011   2     48.00
WA648       1011   3     46.00
WA648       1011   4     40.00
WA648       1011   5     41.00
WA648       1011   6     46.00
WA648       1011   7     44.00
WA648       1011   8     49.00
WA648       1011   9     47.00
WA648       1011  10     47.00
WA648       1011  11     45.00
WA648       1011  12     46.00
WA648       1011  13     45.00
WA648       1011  14     47.00
WA648       1011  15     47.00
WA648       1011  16     46.00
WA648       1011  17     47.00
WA648       1011  18     55.00
WA648       1011  19     52.00
WA648       1011  20     45.00
WA648       1011  21     46.00
WA648       1011  22     51.00
WA648       1011  23     43.00
WA648       1011  24     38.00
WA648       1011  25     39.00
WA648       1011  26     41.00
WA648       1011  27     41.00
WA648       1011  28     44.00
WA648       1011  29     39.00
WA648       1011  30     50.00
WA648       1011  31     38.00
WA648       1111   1     36.00
WA648       1111   2     45.00
WA648       1111   3     36.00
WA648       1111   4     32.00
WA648       1111   5     33.00
WA648       1111   6     35.00
WA648       1111   7     37.00
WA648       1111   8     39.00
WA648       1111   9     42.00
WA648       1111  10     44.00
WA648       1111  11     42.00
WA648       1111  12     39.00
WA648       1111  13     36.00
WA648       1111  14     33.00
WA648       1111  15     31.00
WA648       1111  16     39.00
WA648       1111  17     34.00
WA648       1111  18     29.00
WA648       1111  19     29.00
WA648       1111  20     28.00
WA648       1111  21     34.00
WA648       1111  22     38.00
WA648       1111  23     40.00
WA648       1111  24     31.00
WA648       1111  25     31.00
WA648       1111  26     42.00
WA648       1111  27     42.00
WA648       1111  28     33.00
WA648       1111  29     33.00
WA648       1111  30     33.00
WA648       1211   1     47.00
WA648       1211   2     33.00
WA648       1211   3     35.00
WA648       1211   4     38.00
WA648       1211   5     38.00
WA648       1211   6     38.00
WA648       1211   7     32.00
WA648       1211   8     42.00
WA648       1211   9     51.00
WA648       1211  10     39.00
WA648       1211  11     29.00
WA648       1211  12     33.00
WA648       1211  13     36.00
WA648       1211  14     37.00
WA648       1211  15     36.00
WA648       1211  16     42.00
WA648       1211  17     47.00
WA648       1211  18     37.00
WA648       1211  19     38.00
WA648       1211  20     39.00
WA648       1211  21     31.00
WA648       1211  22     39.00
WA648       1211  23     38.00
WA648       1211  24     42.00
WA648       1211  25     44.00
WA648       1211  26     32.00
WA648       1211  27     41.00
WA648       1211  28     40.00
WA648       1211  29     38.00
WA648       1211  30     34.00
WA648       1211  31     29.00
WA648       0112   1     37.00
WA648       0112   2     43.00
WA648       0112   3     39.00
WA648       0112   4     41.00
WA648       0112   5     34.00
WA648       0112   6     31.00
WA648       0112   7     41.00
WA648       0112   8     43.00
WA648       0112   9     40.00
WA648       0112  10     31.00
WA648       0112  11     39.00
WA648       0112  12     46.00
WA648       0112  13     44.00
WA648       0112  14     33.00
WA648       0112  15     24.00
WA648       0112  16     25.00
WA648       0112  17     25.00
WA648       0112  18     30.00
WA648       0112  19     36.00
WA648       0112  20     35.00
WA648       0112  21     36.00
WA648       0112  22     31.00
WA648       0112  23     30.00
WA648       0112  24     37.00
WA648       0112  25     34.00
WA648       0112  26     36.00
WA648       0112  27     29.00
WA648       0112  28     41.00
WA648       0112  29     41.00
WA648       0112  30     38.00
WA648       0112  31     37.00
WA648       0212   1     34.00
WA648       0212   2     39.00
