$ Get data for 376:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:46:09 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA376           Bunchgrass Mdw
WA376       1002   7     28.00
WA376       1002   8     28.00
WA376       1002   9     26.00
WA376       1002  10     29.00
WA376       1002  11     22.00
WA376       1002  12     14.00
WA376       1002  13     16.00
WA376       1002  14     26.00
WA376       1002  15     28.00
WA376       1002  16     24.00
WA376       1002  17     24.00
WA376       1002  18     21.00
WA376       1002  19     22.00
WA376       1002  20     25.00
WA376       1002  21     23.00
WA376       1002  22     29.00
WA376       1002  23     11.00
WA376       1002  24      8.00
WA376       1002  25     10.00
WA376       1002  26      8.00
WA376       1002  27     14.00
WA376       1002  28     18.00
WA376       1002  29     10.00
WA376       1002  30     -3.00
WA376       1002  31     -5.00
WA376       1102   1     -2.00
WA376       1102   2      1.00
WA376       1102   3      3.00
WA376       1102   4      1.00
WA376       1102   5      9.00
WA376       1102   6     22.00
WA376       1102   7     30.00
WA376       1102   8     31.00
WA376       1102   9     29.00
WA376       1102  10     28.00
WA376       1102  11     29.00
WA376       1102  12     30.00
WA376       1102  13     31.00
WA376       1102  14     29.00
WA376       1102  15     24.00
WA376       1102  16     26.00
WA376       1102  17     27.00
WA376       1102  18     28.00
WA376       1102  19     29.00
WA376       1102  20     30.00
WA376       1102  21     29.00
WA376       1102  22     31.00
WA376       1102  23     18.00
WA376       1102  24      6.00
WA376       1102  25      4.00
WA376       1102  26     11.00
WA376       1102  27      9.00
WA376       1102  28     11.00
WA376       1102  29     19.00
WA376       1102  30     16.00
WA376       1202   1     13.00
WA376       1202   2     11.00
WA376       1202   3     24.00
WA376       1202   4     26.00
WA376       1202   5     20.00
WA376       1202   6      7.00
WA376       1202   7     22.00
WA376       1202   8     11.00
WA376       1202   9      8.00
WA376       1202  10     22.00
WA376       1202  11     23.00
WA376       1202  12     26.00
WA376       1202  13     30.00
WA376       1202  14     32.00
WA376       1202  15     29.00
WA376       1202  16     27.00
WA376       1202  17     22.00
WA376       1202  18     22.00
WA376       1202  19     17.00
WA376       1202  20      7.00
WA376       1202  21     -1.00
WA376       1202  22     19.00
WA376       1202  23     17.00
WA376       1202  24     15.00
WA376       1202  25     17.00
WA376       1202  26     20.00
WA376       1202  27     22.00
WA376       1202  28     17.00
WA376       1202  29     11.00
WA376       1202  30     17.00
WA376       1202  31     18.00
WA376       0103   1     22.00
WA376       0103   2     25.00
WA376       0103   3     24.00
WA376       0103   4     25.00
WA376       0103   5     24.00
WA376       0103   6     10.00
WA376       0103   7      6.00
WA376       0103   8      6.00
WA376       0103   9     -1.00
WA376       0103  10     -8.00
WA376       0103  11     13.00
WA376       0103  12     27.00
WA376       0103  13     20.00
WA376       0103  14     15.00
WA376       0103  15      9.00
WA376       0103  16      6.00
WA376       0103  17      2.00
WA376       0103  18      1.00
WA376       0103  19     13.00
WA376       0103  20      6.00
WA376       0103  21      5.00
WA376       0103  22     19.00
WA376       0103  23     24.00
WA376       0103  24     26.00
WA376       0103  25     30.00
WA376       0103  26     31.00
WA376       0103  27     28.00
WA376       0103  28     10.00
WA376       0103  29     10.00
WA376       0103  30     23.00
WA376       0103  31     29.00
WA376       0203   1     19.00
WA376       0203   2     16.00
WA376       0203   3     18.00
WA376       0203   4      8.00
WA376       0203   5      0.00
WA376       0203   6     -3.00
WA376       0203   7     14.00
WA376       0203   8      5.00
WA376       0203   9      6.00
WA376       0203  10      9.00
WA376       0203  11      3.00
WA376       0203  12      3.00
WA376       0203  13      6.00
WA376       0203  14     25.00
WA376       0203  15     27.00
WA376       0203  16     27.00
WA376       0203  17     24.00
WA376       0203  18     16.00
WA376       0203  19     24.00
WA376       0203  20     26.00
WA376       0203  21     21.00
WA376       0203  22      6.00
WA376       0203  23    -10.00
WA376       0203  24    -18.00
WA376       0203  25    -12.00
WA376       0203  26     -5.00
WA376       0203  27      3.00
WA376       0203  28      4.00
WA376       0303   1     -3.00
WA376       0303   2     22.00
WA376       0303   3      7.00
WA376       0303   4      8.00
WA376       0303   5     22.00
WA376       0303   6     18.00
WA376       0303   7      0.00
WA376       0303   8      3.00
WA376       0303   9     16.00
WA376       0303  10     29.00
WA376       0303  11     29.00
WA376       0303  12     29.00
WA376       0303  13     35.00
WA376       0303  14     31.00
WA376       0303  15     31.00
WA376       0303  16     27.00
WA376       0303  17     17.00
WA376       0303  18     13.00
WA376       0303  19     11.00
WA376       0303  20     21.00
WA376       0303  21     28.00
WA376       0303  22     25.00
WA376       0303  23     20.00
WA376       0303  24     15.00
WA376       0303  25     12.00
WA376       0303  26     13.00
WA376       0303  27     11.00
WA376       0303  28      6.00
WA376       0303  29     19.00
WA376       0303  30     34.00
WA376       0303  31     26.00
WA376       0403   1     24.00
WA376       0403   2     18.00
WA376       0403   3     18.00
WA376       0403   4     18.00
WA376       0403   5     16.00
WA376       0403   6     12.00
WA376       0403   7     20.00
WA376       0403   8     32.00
WA376       0403   9     22.00
WA376       0403  10     17.00
WA376       0403  11     27.00
WA376       0403  12     26.00
WA376       0403  13     27.00
WA376       0403  14     29.00
WA376       0403  15     27.00
WA376       0403  16     27.00
WA376       0403  17     29.00
WA376       0403  18     24.00
WA376       0403  19     19.00
WA376       0403  20     18.00
WA376       0403  21     25.00
WA376       0403  22     27.00
WA376       0403  23     27.00
WA376       0403  24     27.00
WA376       0403  25     22.00
WA376       0403  26     17.00
WA376       0403  27     24.00
WA376       0403  28     20.00
WA376       0403  29     28.00
WA376       0403  30     27.00
WA376       0503   1     26.00
WA376       0503   2     30.00
WA376       0503   3     29.00
WA376       0503   4     32.00
WA376       0503   5     20.00
WA376       0503   6     17.00
WA376       0503   7     27.00
WA376       0503   8     26.00
WA376       0503   9     33.00
WA376       0503  10     27.00
WA376       0503  11     24.00
WA376       0503  12     25.00
WA376       0503  13     27.00
WA376       0503  14     26.00
WA376       0503  15     29.00
WA376       0503  16     24.00
WA376       0503  17     18.00
WA376       0503  18     18.00
WA376       0503  19     14.00
WA376       0503  20     20.00
WA376       0503  21     28.00
WA376       0503  22     33.00
WA376       0503  23     31.00
WA376       0503  24     29.00
WA376       0503  25     39.00
WA376       0503  26     36.00
WA376       0503  27     31.00
WA376       0503  28     31.00
WA376       0503  29     31.00
WA376       0503  30     32.00
WA376       0503  31     34.00
WA376       0603   1     31.00
WA376       0603   2     38.00
WA376       0603   3     37.00
WA376       0603   4     31.00
WA376       0603   5     29.00
WA376       0603   6     34.00
WA376       0603   7     33.00
WA376       0603   8     37.00
WA376       0603   9     36.00
WA376       0603  10     36.00
WA376       0603  11     35.00
WA376       0603  12     37.00
WA376       0603  13     35.00
WA376       0603  14     34.00
WA376       0603  15     30.00
WA376       0603  16     33.00
WA376       0603  17     38.00
WA376       0603  18     42.00
WA376       0603  19     47.00
WA376       0603  20     38.00
WA376       0603  21     35.00
WA376       0603  22     35.00
WA376       0603  23     34.00
WA376       0603  24     35.00
WA376       0603  25     35.00
WA376       0603  26     46.00
WA376       0603  27     51.00
WA376       0603  28     41.00
WA376       0603  29     41.00
WA376       0603  30     39.00
WA376       0703   1     33.00
WA376       0703   2     33.00
WA376       0703   3     31.00
WA376       0703   4     35.00
WA376       0703   5     39.00
WA376       0703   6     36.00
WA376       0703   7     34.00
WA376       0703   8     43.00
WA376       0703   9     36.00
WA376       0703  10     37.00
WA376       0703  11     41.00
WA376       0703  12     45.00
WA376       0703  13     45.00
WA376       0703  14     37.00
WA376       0703  15     38.00
WA376       0703  16     45.00
WA376       0703  17     39.00
WA376       0703  18     35.00
WA376       0703  19     40.00
WA376       0703  20     43.00
WA376       0703  21     42.00
WA376       0703  22     43.00
WA376       0703  23     45.00
WA376       0703  24     43.00
WA376       0703  25     43.00
WA376       0703  26     40.00
WA376       0703  27     40.00
WA376       0703  28     41.00
WA376       0703  29     42.00
WA376       0703  30     42.00
WA376       0703  31     43.00
WA376       0803   1     42.00
WA376       0803   2     43.00
WA376       0803   3     50.00
WA376       0803   4     39.00
WA376       0803   5     36.00
WA376       0803   6     43.00
WA376       0803   7     40.00
WA376       0803   8     38.00
WA376       0803   9     46.00
WA376       0803  10     41.00
WA376       0803  11     41.00
WA376       0803  12     37.00
WA376       0803  13     34.00
WA376       0803  14     35.00
WA376       0803  15     41.00
WA376       0803  16     44.00
WA376       0803  17     38.00
WA376       0803  18     40.00
WA376       0803  19     41.00
WA376       0803  20     42.00
WA376       0803  21     37.00
WA376       0803  22     47.00
WA376       0803  23     44.00
WA376       0803  24     35.00
WA376       0803  25     37.00
WA376       0803  26     39.00
WA376       0803  27     40.00
WA376       0803  28     43.00
WA376       0803  29     38.00
WA376       0803  30     34.00
WA376       0803  31     36.00
WA376       0903   1     41.00
WA376       0903   2     37.00
WA376       0903   3     38.00
WA376       0903   4     43.00
WA376       0903   5     42.00
WA376       0903   6     38.00
WA376       0903   7     47.00
WA376       0903   8     42.00
WA376       0903   9     34.00
WA376       0903  10     31.00
WA376       0903  11     40.00
WA376       0903  12     34.00
WA376       0903  13     33.00
WA376       0903  14     33.00
WA376       0903  15     33.00
WA376       0903  16     30.00
WA376       0903  17     32.00
WA376       0903  18     30.00
WA376       0903  19     41.00
WA376       0903  20     36.00
WA376       0903  21     30.00
WA376       0903  22     36.00
WA376       0903  23     37.00
WA376       0903  24     28.00
WA376       0903  25     43.00
WA376       0903  26     47.00
WA376       0903  27     38.00
WA376       0903  28     35.00
WA376       0903  29     45.00
WA376       0903  30     32.00
WA376       1003   1     30.00
WA376       1003   2     33.00
WA376       1003   3     34.00
WA376       1003   4     31.00
WA376       1003   5     33.00
WA376       1003   6     35.00
WA376       1003   7     35.00
WA376       1003   8     30.00
WA376       1003   9     27.00
WA376       1003  10     27.00
WA376       1003  11     28.00
WA376       1003  12     34.00
WA376       1003  13     30.00
WA376       1003  14     27.00
WA376       1003  15     22.00
WA376       1003  16     33.00
WA376       1003  17     41.00
WA376       1003  18     31.00
WA376       1003  19     33.00
WA376       1003  20     41.00
WA376       1003  21     42.00
WA376       1003  22     37.00
WA376       1003  23     26.00
WA376       1003  24     24.00
WA376       1003  25     24.00
WA376       1003  26     29.00
WA376       1003  27     36.00
WA376       1003  28     29.00
WA376       1003  29     21.00
WA376       1003  30     12.00
WA376       1003  31      9.00
WA376       1103   1     14.00
WA376       1103   2     15.00
WA376       1103   3     11.00
WA376       1103   4      4.00
WA376       1103   5     -1.00
WA376       1103   6      0.00
WA376       1103   7      3.00
WA376       1103   8     24.00
WA376       1103   9     20.00
WA376       1103  10     27.00
WA376       1103  11     25.00
WA376       1103  12     11.00
WA376       1103  13      8.00
WA376       1103  14      8.00
WA376       1103  15     29.00
WA376       1103  16     28.00
WA376       1103  17     28.00
WA376       1103  18     30.00
WA376       1103  19     23.00
WA376       1103  20     17.00
WA376       1103  21     10.00
WA376       1103  22     -3.00
WA376       1103  23     11.00
WA376       1103  24     17.00
WA376       1103  25     18.00
WA376       1103  26     15.00
WA376       1103  27     13.00
WA376       1103  28     25.00
WA376       1103  29     26.00
WA376       1103  30      5.00
WA376       1203   1      4.00
WA376       1203   2     28.00
WA376       1203   3     10.00
WA376       1203   4      3.00
WA376       1203   5     27.00
WA376       1203   6     22.00
WA376       1203   7     16.00
WA376       1203   8     12.00
WA376       1203   9      5.00
WA376       1203  10      5.00
WA376       1203  11     14.00
WA376       1203  12     22.00
WA376       1203  13     12.00
WA376       1203  14     24.00
WA376       1203  15     23.00
WA376       1203  16     24.00
WA376       1203  17     15.00
WA376       1203  18      9.00
WA376       1203  19      9.00
