$ Get data for 515:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 18:54:28 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA515           Harts Pass
WA515       1106  18     19.00
WA515       1106  19     19.00
WA515       1106  20     18.00
WA515       1106  21     17.00
WA515       1106  22     17.00
WA515       1106  23     14.00
WA515       1106  24     12.00
WA515       1106  25      8.00
WA515       1106  26      8.00
WA515       1106  27    -17.00
WA515       1106  28    -18.00
WA515       1106  29     -7.00
WA515       1106  30     -7.00
WA515       1206   1     10.00
WA515       1206   2      9.00
WA515       1206   3     20.00
WA515       1206   4     14.00
WA515       1206   5     18.00
WA515       1206   6     26.00
WA515       1206   7     20.00
WA515       1206   8     20.00
WA515       1206   9     20.00
WA515       1206  10     19.00
WA515       1206  11     18.00
WA515       1206  12     15.00
WA515       1206  13     17.00
WA515       1206  14     14.00
WA515       1206  15     10.00
WA515       1206  16      5.00
WA515       1206  17      7.00
WA515       1206  18     13.00
WA515       1206  19     17.00
WA515       1206  20     11.00
WA515       1206  21     11.00
WA515       1206  22      9.00
WA515       1206  23      8.00
WA515       1206  24     13.00
WA515       1206  25     15.00
WA515       1206  26     14.00
WA515       1206  27      7.00
WA515       1206  28      4.00
WA515       1206  29      8.00
WA515       1206  30     12.00
WA515       1206  31     20.00
WA515       0107   1     12.00
WA515       0107   2     22.00
WA515       0107   3     15.00
WA515       0107   4   -999.00
WA515       0107   5   -999.00
WA515       0107   6   -999.00
WA515       0107   7   -999.00
WA515       0107   8   -999.00
WA515       0107   9   -999.00
WA515       0107  10   -999.00
WA515       0107  11     -5.00
WA515       0107  12      3.00
WA515       0107  13      8.00
WA515       0107  14      5.00
WA515       0107  15     18.00
WA515       0107  16     13.00
WA515       0107  17     11.00
WA515       0107  18     14.00
WA515       0107  19     18.00
WA515       0107  20     13.00
WA515       0107  21     14.00
WA515       0107  22     24.00
WA515       0107  23     27.00
WA515       0107  24     22.00
WA515       0107  25     22.00
WA515       0107  26     20.00
WA515       0107  27     22.00
WA515       0107  28     31.00
WA515       0107  29     19.00
WA515       0107  30     17.00
WA515       0107  31     14.00
WA515       0207   1     13.00
WA515       0207   2     17.00
WA515       0207   3     22.00
WA515       0207   4     26.00
WA515       0207   5     33.00
WA515       0207   6     33.00
WA515       0207   7     26.00
WA515       0207   8     24.00
WA515       0207   9     22.00
WA515       0207  10     22.00
WA515       0207  11     22.00
WA515       0207  12     18.00
WA515       0207  13     20.00
WA515       0207  14     19.00
WA515       0207  15     22.00
WA515       0207  16     20.00
WA515       0207  17     23.00
WA515       0207  18     17.00
WA515       0207  19     17.00
WA515       0207  20     12.00
WA515       0207  21      8.00
WA515       0207  22      9.00
WA515       0207  23      8.00
WA515       0207  24      9.00
WA515       0207  25     15.00
WA515       0207  26      8.00
WA515       0207  27      8.00
WA515       0207  28      4.00
WA515       0307   1      2.00
WA515       0307   2      5.00
WA515       0307   3     22.00
WA515       0307   4     22.00
WA515       0307   5     24.00
WA515       0307   6     27.00
WA515       0307   7     20.00
WA515       0307   8     18.00
WA515       0307   9     21.00
WA515       0307  10     22.00
WA515       0307  11     29.00
WA515       0307  12     17.00
WA515       0307  13     13.00
WA515       0307  14     11.00
WA515       0307  15     10.00
WA515       0307  16     27.00
WA515       0307  17     29.00
WA515       0307  18     28.00
WA515       0307  19     23.00
WA515       0307  20     11.00
WA515       0307  21     12.00
WA515       0307  22     24.00
WA515       0307  23     26.00
WA515       0307  24     24.00
WA515       0307  25     16.00
WA515       0307  26     15.00
WA515       0307  27     16.00
WA515       0307  28     12.00
WA515       0307  29     24.00
WA515       0307  30     26.00
WA515       0307  31     15.00
WA515       0407   1     12.00
WA515       0407   2      9.00
WA515       0407   3      9.00
WA515       0407   4     19.00
WA515       0407   5     26.00
WA515       0407   6     31.00
WA515       0407   7     35.00
WA515       0407   8     31.00
WA515       0407   9     18.00
WA515       0407  10     16.00
WA515       0407  11     16.00
WA515       0407  12     23.00
WA515       0407  13     23.00
WA515       0407  14     20.00
WA515       0407  15     17.00
WA515       0407  16     23.00
WA515       0407  17     17.00
WA515       0407  18     17.00
WA515       0407  19     18.00
WA515       0407  20     18.00
WA515       0407  21     23.00
WA515       0407  22     28.00
WA515       0407  23     25.00
WA515       0407  24     28.00
WA515       0407  25     23.00
WA515       0407  26     26.00
WA515       0407  27     29.00
WA515       0407  28     26.00
WA515       0407  29     22.00
WA515       0407  30     22.00
WA515       0507   1     28.00
WA515       0507   2     22.00
WA515       0507   3     18.00
WA515       0507   4     21.00
WA515       0507   5     21.00
WA515       0507   6     26.00
WA515       0507   7     35.00
WA515       0507   8     29.00
WA515       0507   9     23.00
WA515       0507  10     29.00
WA515       0507  11     30.00
WA515       0507  12     32.00
WA515       0507  13     25.00
WA515       0507  14     25.00
WA515       0507  15     39.00
WA515       0507  16     34.00
WA515       0507  17     29.00
WA515       0507  18     28.00
WA515       0507  19     26.00
WA515       0507  20     24.00
WA515       0507  21     25.00
WA515       0507  22     28.00
WA515       0507  23     31.00
WA515       0507  24     32.00
WA515       0507  25     35.00
WA515       0507  26     36.00
WA515       0507  27     26.00
WA515       0507  28     26.00
WA515       0507  29     37.00
WA515       0507  30     42.00
WA515       0507  31     45.00
WA515       0607   1     45.00
WA515       0607   2     50.00
WA515       0607   3     49.00
WA515       0607   4     41.00
WA515       0607   5     28.00
WA515       0607   6     26.00
WA515       0607   7     28.00
WA515       0607   8     31.00
WA515       0607   9     37.00
WA515       0607  10     29.00
WA515       0607  11     26.00
WA515       0607  12     27.00
WA515       0607  13     30.00
WA515       0607  14     29.00
WA515       0607  15     35.00
WA515       0607  16     31.00
WA515       0607  17     31.00
WA515       0607  18     30.00
WA515       0607  19     36.00
WA515       0607  20     45.00
WA515       0607  21     37.00
WA515       0607  22     31.00
WA515       0607  23     29.00
WA515       0607  24     28.00
WA515       0607  25     26.00
WA515       0607  26     37.00
WA515       0607  27     47.00
WA515       0607  28     41.00
WA515       0607  29     33.00
WA515       0607  30     32.00
WA515       0707   1     41.00
WA515       0707   2     39.00
WA515       0707   3     42.00
WA515       0707   4     50.00
WA515       0707   5     53.00
WA515       0707   6     45.00
WA515       0707   7     42.00
WA515       0707   8     41.00
WA515       0707   9     41.00
WA515       0707  10     49.00
WA515       0707  11     54.00
WA515       0707  12     61.00
WA515       0707  13     54.00
WA515       0707  14     54.00
WA515       0707  15     46.00
WA515       0707  16     44.00
WA515       0707  17     49.00
WA515       0707  18     44.00
WA515       0707  19     40.00
WA515       0707  20     41.00
WA515       0707  21     41.00
WA515       0707  22     47.00
WA515       0707  23     44.00
WA515       0707  24     40.00
WA515       0707  25     42.00
WA515       0707  26     50.00
WA515       0707  27     43.00
WA515       0707  28     45.00
WA515       0707  29     38.00
WA515       0707  30     36.00
WA515       0707  31     37.00
WA515       0807   1     49.00
WA515       0807   2     46.00
WA515       0807   3     41.00
WA515       0807   4     39.00
WA515       0807   5     45.00
WA515       0807   6     45.00
WA515       0807   7     40.00
WA515       0807   8     37.00
WA515       0807   9     35.00
WA515       0807  10     33.00
WA515       0807  11     41.00
WA515       0807  12     37.00
WA515       0807  13     35.00
WA515       0807  14     49.00
WA515       0807  15     51.00
WA515       0807  16     40.00
WA515       0807  17     38.00
WA515       0807  18     37.00
WA515       0807  19   -999.00
WA515       0807  20   -999.00
WA515       0807  21   -999.00
WA515       0807  22     45.00
WA515       0807  23     43.00
WA515       0807  24     46.00
WA515       0807  25     37.00
WA515       0807  26     32.00
WA515       0807  27     31.00
WA515       0807  28     40.00
WA515       0807  29     48.00
WA515       0807  30     49.00
WA515       0807  31     37.00
WA515       0907   1     33.00
WA515       0907   2     42.00
WA515       0907   3     43.00
WA515       0907   4     41.00
WA515       0907   5     41.00
WA515       0907   6     37.00
WA515       0907   7     32.00
WA515       0907   8     34.00
WA515       0907   9     37.00
WA515       0907  10     49.00
WA515       0907  11     49.00
WA515       0907  12     46.00
WA515       0907  13     43.00
WA515       0907  14     48.00
WA515       0907  15     40.00
WA515       0907  16     34.00
WA515       0907  17     31.00
WA515       0907  18     26.00
WA515       0907  19     29.00
WA515       0907  20     30.00
WA515       0907  21     28.00
WA515       0907  22     28.00
WA515       0907  23     28.00
WA515       0907  24     27.00
WA515       0907  25     32.00
WA515       0907  26     32.00
WA515       0907  27     33.00
WA515       0907  28     24.00
WA515       0907  29   -999.00
WA515       0907  30     26.00
WA515       1007   1     28.00
WA515       1007   2     26.00
WA515       1007   3     22.00
WA515       1007   4     20.00
WA515       1007   5     22.00
WA515       1007   6     24.00
WA515       1007   7     26.00
WA515       1007   8     22.00
WA515       1007   9     33.00
WA515       1007  10     29.00
WA515       1007  11     26.00
WA515       1007  12     29.00
WA515       1007  13     29.00
WA515       1007  14     32.00
WA515       1007  15     34.00
WA515       1007  16     24.00
WA515       1007  17     20.00
WA515       1007  18     23.00
WA515       1007  19     21.00
WA515       1007  20     22.00
WA515       1007  21     24.00
WA515       1007  22     26.00
WA515       1007  23     39.00
WA515       1007  24     22.00
WA515       1007  25     19.00
WA515       1007  26     20.00
WA515       1007  27     27.00
WA515       1007  28     35.00
WA515       1007  29     21.00
WA515       1007  30     20.00
WA515       1007  31     26.00
WA515       1107   1     20.00
WA515       1107   2     22.00
WA515       1107   3     28.00
WA515       1107   4     27.00
WA515       1107   5     28.00
WA515       1107   6     31.00
WA515       1107   7     31.00
WA515       1107   8     31.00
WA515       1107   9     26.00
WA515       1107  10     17.00
WA515       1107  11     18.00
WA515       1107  12     18.00
WA515       1107  13     15.00
WA515       1107  14     16.00
WA515       1107  15     17.00
WA515       1107  16     20.00
WA515       1107  17     17.00
WA515       1107  18     15.00
WA515       1107  19     15.00
WA515       1107  20     12.00
WA515       1107  21     14.00
WA515       1107  22     18.00
WA515       1107  23     25.00
WA515       1107  24     18.00
WA515       1107  25     14.00
WA515       1107  26      5.00
WA515       1107  27     12.00
WA515       1107  28     11.00
WA515       1107  29     10.00
WA515       1107  30      7.00
WA515       1207   1      2.00
WA515       1207   2      2.00
WA515       1207   3     20.00
WA515       1207   4     24.00
WA515       1207   5     12.00
WA515       1207   6     11.00
WA515       1207   7      2.00
WA515       1207   8      2.00
WA515       1207   9     13.00
WA515       1207  10     11.00
WA515       1207  11     13.00
WA515       1207  12     15.00
WA515       1207  13     15.00
WA515       1207  14     11.00
WA515       1207  15     12.00
