$ Get data for 699:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:31:25 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA699           Pope Ridge
WA699       0212  14     25.00
WA699       0212  15     25.00
WA699       0212  16     28.00
WA699       0212  17     27.00
WA699       0212  18     28.00
WA699       0212  19     24.00
WA699       0212  20     22.00
WA699       0212  21     30.00
WA699       0212  22     29.00
WA699       0212  23     25.00
WA699       0212  24     24.00
WA699       0212  25     25.00
WA699       0212  26     19.00
WA699       0212  27     12.00
WA699       0212  28     17.00
WA699       0212  29     20.00
WA699       0312   1     19.00
WA699       0312   2     23.00
WA699       0312   3     34.00
WA699       0312   4     34.00
WA699       0312   5     24.00
WA699       0312   6     19.00
WA699       0312   7     20.00
WA699       0312   8     27.00
WA699       0312   9     32.00
WA699       0312  10     35.00
WA699       0312  11     26.00
WA699       0312  12     24.00
WA699       0312  13     22.00
WA699       0312  14     20.00
WA699       0312  15     29.00
WA699       0312  16     30.00
WA699       0312  17     22.00
WA699       0312  18     22.00
WA699       0312  19     19.00
WA699       0312  20     27.00
WA699       0312  21     21.00
WA699       0312  22     24.00
WA699       0312  23     21.00
WA699       0312  24     26.00
WA699       0312  25     30.00
WA699       0312  26     30.00
WA699       0312  27     30.00
WA699       0312  28     33.00
WA699       0312  29     33.00
WA699       0312  30     32.00
WA699       0312  31     30.00
WA699       0412   1     29.00
WA699       0412   2     28.00
WA699       0412   3     32.00
WA699       0412   4     28.00
WA699       0412   5     23.00
WA699       0412   6     26.00
WA699       0412   7     24.00
WA699       0412   8     29.00
WA699       0412   9     36.00
WA699       0412  10     38.00
WA699       0412  11     37.00
WA699       0412  12     32.00
WA699       0412  13     30.00
WA699       0412  14     31.00
WA699       0412  15     35.00
WA699       0412  16     34.00
WA699       0412  17     31.00
WA699       0412  18     32.00
WA699       0412  19     30.00
WA699       0412  20     35.00
WA699       0412  21     33.00
WA699       0412  22     40.00
WA699       0412  23     43.00
WA699       0412  24     42.00
WA699       0412  25     40.00
WA699       0412  26     33.00
WA699       0412  27     32.00
WA699       0412  28     34.00
WA699       0412  29     36.00
WA699       0412  30     35.00
WA699       0512   1     34.00
WA699       0512   2     31.00
WA699       0512   3     34.00
WA699       0512   4     33.00
WA699       0512   5     32.00
WA699       0512   6     30.00
WA699       0512   7     37.00
WA699       0512   8     42.00
WA699       0512   9     34.00
WA699       0512  10     30.00
WA699       0512  11     31.00
WA699       0512  12     37.00
WA699       0512  13     42.00
WA699       0512  14     47.00
WA699       0512  15     48.00
WA699       0512  16     41.00
WA699       0512  17     37.00
WA699       0512  18     34.00
WA699       0512  19     35.00
WA699       0512  20     44.00
WA699       0512  21     42.00
WA699       0512  22     39.00
WA699       0512  23     39.00
WA699       0512  24     36.00
WA699       0512  25     39.00
WA699       0512  26     40.00
WA699       0512  27     41.00
WA699       0512  28     39.00
WA699       0512  29     36.00
WA699       0512  30     41.00
WA699       0512  31     48.00
WA699       0612   1     47.00
WA699       0612   2     42.00
WA699       0612   3     41.00
WA699       0612   4     43.00
WA699       0612   5     41.00
WA699       0612   6     35.00
WA699       0612   7     35.00
WA699       0612   8     34.00
WA699       0612   9     38.00
WA699       0612  10     44.00
WA699       0612  11     42.00
WA699       0612  12     50.00
WA699       0612  13     40.00
WA699       0612  14     39.00
WA699       0612  15     36.00
WA699       0612  16     51.00
WA699       0612  17     46.00
WA699       0612  18     42.00
WA699       0612  19     38.00
WA699       0612  20     42.00
WA699       0612  21     47.00
WA699       0612  22     49.00
WA699       0612  23     44.00
WA699       0612  24     42.00
WA699       0612  25     42.00
WA699       0612  26     41.00
WA699       0612  27     38.00
WA699       0612  28     45.00
WA699       0612  29     50.00
WA699       0612  30     52.00
WA699       0712   1     49.00
WA699       0712   2     47.00
WA699       0712   3     40.00
WA699       0712   4     38.00
WA699       0712   5     45.00
WA699       0712   6     51.00
WA699       0712   7     54.00
WA699       0712   8     58.00
WA699       0712   9     54.00
WA699       0712  10     58.00
WA699       0712  11     56.00
WA699       0712  12     58.00
WA699       0712  13     56.00
WA699       0712  14     56.00
WA699       0712  15     51.00
WA699       0712  16     51.00
WA699       0712  17     56.00
WA699       0712  18     55.00
WA699       0712  19     53.00
WA699       0712  20     49.00
WA699       0712  21     47.00
WA699       0712  22     47.00
WA699       0712  23     44.00
WA699       0712  24     56.00
WA699       0712  25     54.00
WA699       0712  26     54.00
WA699       0712  27     52.00
WA699       0712  28     49.00
WA699       0712  29     53.00
WA699       0712  30     52.00
WA699       0712  31     48.00
WA699       0812   1     51.00
WA699       0812   2     52.00
WA699       0812   3     50.00
WA699       0812   4     55.00
WA699       0812   5     58.00
WA699       0812   6     59.00
WA699       0812   7     56.00
WA699       0812   8     54.00
WA699       0812   9     52.00
WA699       0812  10     53.00
WA699       0812  11     55.00
WA699       0812  12     57.00
WA699       0812  13     56.00
WA699       0812  14     59.00
WA699       0812  15     54.00
WA699       0812  16     53.00
WA699       0812  17     58.00
WA699       0812  18     59.00
WA699       0812  19     61.00
WA699       0812  20     57.00
WA699       0812  21     53.00
WA699       0812  22     47.00
WA699       0812  23     45.00
WA699       0812  24     42.00
WA699       0812  25     45.00
WA699       0812  26     50.00
WA699       0812  27     50.00
WA699       0812  28     50.00
WA699       0812  29     44.00
WA699       0812  30     42.00
WA699       0812  31     44.00
WA699       0912   1     42.00
WA699       0912   2     44.00
WA699       0912   3     46.00
WA699       0912   4     48.00
WA699       0912   5     49.00
WA699       0912   6     47.00
WA699       0912   7     49.00
WA699       0912   8     51.00
WA699       0912   9     50.00
WA699       0912  10     38.00
WA699       0912  11     34.00
WA699       0912  12     38.00
WA699       0912  13     43.00
WA699       0912  14     51.00
WA699       0912  15     52.00
WA699       0912  16     51.00
WA699       0912  17     50.00
WA699       0912  18     54.00
WA699       0912  19     54.00
WA699       0912  20     54.00
WA699       0912  21     55.00
WA699       0912  22     54.00
WA699       0912  23     51.00
WA699       0912  24     54.00
WA699       0912  25     46.00
WA699       0912  26     46.00
WA699       0912  27     49.00
WA699       0912  28     50.00
WA699       0912  29     48.00
WA699       0912  30     46.00
WA699       1012   1     51.00
WA699       1012   2     36.00
WA699       1012   3     33.00
WA699       1012   4     33.00
WA699       1012   5     34.00
WA699       1012   6     36.00
WA699       1012   7     42.00
WA699       1012   8     46.00
WA699       1012   9     45.00
WA699       1012  10     46.00
WA699       1012  11     45.00
WA699       1012  12     45.00
WA699       1012  13     46.00
WA699       1012  14     47.00
WA699       1012  15     43.00
WA699       1012  16     35.00
WA699       1012  17     32.00
WA699       1012  18     38.00
WA699       1012  19     37.00
WA699       1012  20     30.00
WA699       1012  21     28.00
WA699       1012  22     32.00
WA699       1012  23     31.00
WA699       1012  24     30.00
WA699       1012  25     27.00
WA699       1012  26     32.00
WA699       1012  27     32.00
WA699       1012  28     34.00
WA699       1012  29     37.00
WA699       1012  30     40.00
WA699       1012  31     40.00
WA699       1112   1     39.00
WA699       1112   2     37.00
WA699       1112   3     41.00
WA699       1112   4     43.00
WA699       1112   5     39.00
WA699       1112   6     36.00
WA699       1112   7     29.00
WA699       1112   8     28.00
WA699       1112   9     26.00
WA699       1112  10     20.00
WA699       1112  11     19.00
WA699       1112  12     26.00
WA699       1112  13     28.00
WA699       1112  14     28.00
WA699       1112  15     26.00
WA699       1112  16     26.00
WA699       1112  17     31.00
WA699       1112  18     30.00
WA699       1112  19     33.00
WA699       1112  20     32.00
WA699       1112  21     29.00
WA699       1112  22     25.00
WA699       1112  23     31.00
WA699       1112  24     24.00
WA699       1112  25     22.00
WA699       1112  26     22.00
WA699       1112  27     22.00
WA699       1112  28     23.00
WA699       1112  29     30.00
WA699       1112  30     31.00
WA699       1212   1     34.00
WA699       1212   2     33.00
WA699       1212   3     34.00
WA699       1212   4     33.00
WA699       1212   5     30.00
WA699       1212   6     28.00
WA699       1212   7     26.00
WA699       1212   8     23.00
WA699       1212   9     23.00
WA699       1212  10     31.00
WA699       1212  11     30.00
WA699       1212  12     25.00
WA699       1212  13     22.00
WA699       1212  14     23.00
WA699       1212  15     21.00
WA699       1212  16     22.00
WA699       1212  17     23.00
WA699       1212  18     16.00
WA699       1212  19     17.00
WA699       1212  20     22.00
WA699       1212  21     19.00
WA699       1212  22     27.00
WA699       1212  23     24.00
WA699       1212  24     22.00
WA699       1212  25     24.00
WA699       1212  26     24.00
WA699       1212  27     22.00
WA699       1212  28     18.00
WA699       1212  29     17.00
WA699       1212  30     16.00
WA699       1212  31     14.00
WA699       0113   1     13.00
WA699       0113   2     11.00
WA699       0113   3     10.00
WA699       0113   4     14.00
WA699       0113   5     18.00
WA699       0113   6     21.00
WA699       0113   7     21.00
WA699       0113   8     29.00
WA699       0113   9     27.00
WA699       0113  10     16.00
WA699       0113  11     13.00
WA699       0113  12     12.00
WA699       0113  13     13.00
WA699       0113  14     17.00
WA699       0113  15     20.00
WA699       0113  16     12.00
WA699       0113  17     15.00
WA699       0113  18     18.00
WA699       0113  19     26.00
WA699       0113  20     24.00
WA699       0113  21     19.00
WA699       0113  22     17.00
WA699       0113  23     21.00
WA699       0113  24     21.00
WA699       0113  25     23.00
WA699       0113  26     23.00
WA699       0113  27     24.00
WA699       0113  28     24.00
WA699       0113  29     33.00
WA699       0113  30     35.00
WA699       0113  31     33.00
WA699       0213   1     30.00
WA699       0213   2     30.00
WA699       0213   3     30.00
WA699       0213   4     34.00
WA699       0213   5     31.00
WA699       0213   6     30.00
WA699       0213   7     24.00
WA699       0213   8     22.00
WA699       0213   9     29.00
WA699       0213  10     30.00
WA699       0213  11     28.00
WA699       0213  12     32.00
WA699       0213  13     30.00
WA699       0213  14     29.00
WA699       0213  15     30.00
WA699       0213  16     30.00
WA699       0213  17     26.00
WA699       0213  18     22.00
WA699       0213  19     20.00
WA699       0213  20     21.00
WA699       0213  21     25.00
WA699       0213  22     27.00
WA699       0213  23     26.00
WA699       0213  24     26.00
WA699       0213  25     27.00
WA699       0213  26     25.00
WA699       0213  27     29.00
WA699       0213  28     32.00
WA699       0313   1     35.00
WA699       0313   2     32.00
WA699       0313   3     26.00
WA699       0313   4     22.00
WA699       0313   5     26.00
WA699       0313   6     29.00
WA699       0313   7     30.00
WA699       0313   8     26.00
WA699       0313   9     27.00
WA699       0313  10     32.00
WA699       0313  11     29.00
WA699       0313  12     33.00
WA699       0313  13     39.00
WA699       0313  14     38.00
WA699       0313  15     36.00
WA699       0313  16     29.00
WA699       0313  17     28.00
WA699       0313  18     24.00
WA699       0313  19     23.00
WA699       0313  20     26.00
WA699       0313  21     20.00
WA699       0313  22     18.00
WA699       0313  23     18.00
WA699       0313  24     21.00
WA699       0313  25     23.00
WA699       0313  26     28.00
WA699       0313  27     35.00
WA699       0313  28     33.00
WA699       0313  29     33.00
WA699       0313  30     35.00
WA699       0313  31     37.00
WA699       0413   1     40.00
WA699       0413   2     37.00
WA699       0413   3     36.00
WA699       0413   4     37.00
WA699       0413   5     37.00
WA699       0413   6     33.00
WA699       0413   7     33.00
WA699       0413   8     31.00
WA699       0413   9     31.00
WA699       0413  10     33.00
WA699       0413  11     31.00
WA699       0413  12     30.00
WA699       0413  13     29.00
WA699       0413  14     27.00
WA699       0413  15     28.00
WA699       0413  16     29.00
WA699       0413  17     27.00
WA699       0413  18     33.00
WA699       0413  19     38.00
WA699       0413  20     38.00
WA699       0413  21     30.00
WA699       0413  22     28.00
WA699       0413  23     32.00
WA699       0413  24     33.00
WA699       0413  25     38.00
WA699       0413  26     43.00
WA699       0413  27     41.00
WA699       0413  28     36.00
WA699       0413  29     30.00
WA699       0413  30     29.00
WA699       0513   1     28.00
WA699       0513   2     36.00
WA699       0513   3     40.00
WA699       0513   4     42.00
WA699       0513   5     44.00
WA699       0513   6     47.00
WA699       0513   7     49.00
WA699       0513   8     51.00
WA699       0513   9     48.00
WA699       0513  10     50.00
WA699       0513  11     53.00
WA699       0513  12     51.00
WA699       0513  13     35.00
WA699       0513  14     33.00
WA699       0513  15     37.00
WA699       0513  16     42.00
WA699       0513  17     40.00
WA699       0513  18     40.00
WA699       0513  19     38.00
WA699       0513  20     42.00
WA699       0513  21     34.00
WA699       0513  22     34.00
WA699       0513  23     34.00
WA699       0513  24     35.00
WA699       0513  25     35.00
WA699       0513  26     39.00
WA699       0513  27     38.00
WA699       0513  28     40.00
WA699       0513  29     40.00
WA699       0513  30     36.00
WA699       0513  31     36.00
WA699       0613   1     43.00
WA699       0613   2     42.00
WA699       0613   3     41.00
WA699       0613   4     44.00
WA699       0613   5     50.00
WA699       0613   6     48.00
WA699       0613   7     48.00
WA699       0613   8     44.00
WA699       0613   9     41.00
WA699       0613  10     38.00
WA699       0613  11     40.00
WA699       0613  12     37.00
WA699       0613  13     38.00
WA699       0613  14     40.00
WA699       0613  15     43.00
WA699       0613  16     51.00
WA699       0613  17     51.00
WA699       0613  18     46.00
WA699       0613  19     46.00
WA699       0613  20     45.00
WA699       0613  21     41.00
WA699       0613  22     44.00
WA699       0613  23     48.00
WA699       0613  24     44.00
WA699       0613  25     43.00
WA699       0613  26     44.00
WA699       0613  27     47.00
WA699       0613  28     52.00
WA699       0613  29     57.00
WA699       0613  30     53.00
WA699       0713   1     59.00
WA699       0713   2     61.00
WA699       0713   3     56.00
WA699       0713   4     51.00
WA699       0713   5     47.00
WA699       0713   6     51.00
WA699       0713   7     54.00
WA699       0713   8     51.00
WA699       0713   9     54.00
WA699       0713  10     55.00
WA699       0713  11     46.00
WA699       0713  12     45.00
WA699       0713  13     42.00
WA699       0713  14     49.00
WA699       0713  15     47.00
WA699       0713  16     49.00
WA699       0713  17     57.00
WA699       0713  18     53.00
WA699       0713  19     54.00
WA699       0713  20     54.00
WA699       0713  21     57.00
WA699       0713  22     56.00
WA699       0713  23     56.00
WA699       0713  24     55.00
WA699       0713  25     56.00
WA699       0713  26     57.00
WA699       0713  27     53.00
WA699       0713  28     50.00
WA699       0713  29     52.00
WA699       0713  30     54.00
WA699       0713  31     52.00
WA699       0813   1     51.00
WA699       0813   2     52.00
WA699       0813   3     53.00
WA699       0813   4     53.00
WA699       0813   5     53.00
WA699       0813   6     56.00
WA699       0813   7     55.00
WA699       0813   8     56.00
WA699       0813   9     60.00
WA699       0813  10     55.00
WA699       0813  11     52.00
WA699       0813  12     53.00
WA699       0813  13     53.00
WA699       0813  14     55.00
WA699       0813  15     54.00
WA699       0813  16     50.00
WA699       0813  17     52.00
WA699       0813  18     49.00
WA699       0813  19     50.00
WA699       0813  20     46.00
WA699       0813  21     50.00
WA699       0813  22     54.00
WA699       0813  23     52.00
WA699       0813  24     50.00
WA699       0813  25     48.00
WA699       0813  26     50.00
WA699       0813  27     50.00
WA699       0813  28     54.00
WA699       0813  29     53.00
WA699       0813  30     49.00
WA699       0813  31     48.00
WA699       0913   1     53.00
WA699       0913   2     55.00
WA699       0913   3     55.00
WA699       0913   4     54.00
WA699       0913   5     54.00
WA699       0913   6     49.00
WA699       0913   7     48.00
WA699       0913   8     47.00
WA699       0913   9     51.00
WA699       0913  10     53.00
WA699       0913  11     55.00
WA699       0913  12     58.00
WA699       0913  13     60.00
WA699       0913  14     59.00
WA699       0913  15     51.00
WA699       0913  16     47.00
WA699       0913  17     46.00
WA699       0913  18     42.00
WA699       0913  19     41.00
WA699       0913  20     43.00
WA699       0913  21     44.00
WA699       0913  22     41.00
WA699       0913  23     41.00
WA699       0913  24     38.00
WA699       0913  25     38.00
WA699       0913  26     38.00
WA699       0913  27     37.00
WA699       0913  28     39.00
WA699       0913  29     38.00
WA699       0913  30     34.00
WA699       1013   1     33.00
WA699       1013   2     35.00
WA699       1013   3     33.00
WA699       1013   4     34.00
WA699       1013   5     38.00
WA699       1013   6     39.00
WA699       1013   7     40.00
WA699       1013   8     34.00
WA699       1013   9     32.00
WA699       1013  10     34.00
WA699       1013  11     32.00
WA699       1013  12     36.00
WA699       1013  13     35.00
WA699       1013  14     34.00
WA699       1013  15     36.00
WA699       1013  16     38.00
WA699       1013  17     37.00
WA699       1013  18     38.00
WA699       1013  19     40.00
WA699       1013  20     46.00
WA699       1013  21     46.00
WA699       1013  22     44.00
WA699       1013  23     42.00
WA699       1013  24     42.00
WA699       1013  25     41.00
WA699       1013  26     39.00
WA699       1013  27     39.00
WA699       1013  28     33.00
WA699       1013  29     30.00
WA699       1013  30     32.00
WA699       1013  31     37.00
WA699       1113   1     36.00
WA699       1113   2     34.00
WA699       1113   3     28.00
WA699       1113   4     23.00
WA699       1113   5     29.00
WA699       1113   6     27.00
WA699       1113   7     31.00
WA699       1113   8     31.00
WA699       1113   9     29.00
WA699       1113  10     34.00
WA699       1113  11     34.00
WA699       1113  12     35.00
WA699       1113  13     35.00
WA699       1113  14     33.00
WA699       1113  15     33.00
WA699       1113  16     30.00
WA699       1113  17     29.00
WA699       1113  18     35.00
WA699       1113  19     28.00
WA699       1113  20     18.00
WA699       1113  21     17.00
WA699       1113  22     20.00
WA699       1113  23     23.00
WA699       1113  24     25.00
WA699       1113  25     28.00
WA699       1113  26     27.00
WA699       1113  27     28.00
WA699       1113  28     29.00
WA699       1113  29     29.00
WA699       1113  30     30.00
WA699       1213   1     30.00
WA699       1213   2     23.00
WA699       1213   3     14.00
WA699       1213   4      9.00
WA699       1213   5      5.00
WA699       1213   6      3.00
WA699       1213   7     -1.00
WA699       1213   8      5.00
WA699       1213   9      8.00
WA699       1213  10     17.00
WA699       1213  11     16.00
WA699       1213  12     17.00
WA699       1213  13     23.00
WA699       1213  14     28.00
WA699       1213  15     28.00
WA699       1213  16     32.00
WA699       1213  17     29.00
WA699       1213  18     23.00
WA699       1213  19     18.00
WA699       1213  20     18.00
WA699       1213  21     20.00
WA699       1213  22     29.00
WA699       1213  23     30.00
WA699       1213  24     26.00
WA699       1213  25     22.00
WA699       1213  26     27.00
WA699       1213  27     26.00
WA699       1213  28     29.00
WA699       1213  29     30.00
WA699       1213  30     26.00
WA699       1213  31     31.00
WA699       0114   1     30.00
WA699       0114   2     29.00
WA699       0114   3     23.00
WA699       0114   4     21.00
WA699       0114   5     25.00
WA699       0114   6     21.00
WA699       0114   7     24.00
WA699       0114   8     22.00
WA699       0114   9     26.00
WA699       0114  10     29.00
WA699       0114  11     33.00
WA699       0114  12     30.00
WA699       0114  13     36.00
WA699       0114  14     34.00
WA699       0114  15     34.00
WA699       0114  16     32.00
WA699       0114  17     29.00
WA699       0114  18     22.00
WA699       0114  19     24.00
WA699       0114  20     24.00
WA699       0114  21     18.00
WA699       0114  22     21.00
WA699       0114  23     28.00
WA699       0114  24     23.00
WA699       0114  25     21.00
WA699       0114  26     18.00
WA699       0114  27     18.00
WA699       0114  28     26.00
WA699       0114  29     22.00
WA699       0114  30     27.00
WA699       0114  31     23.00
WA699       0214   1     17.00
WA699       0214   2     16.00
WA699       0214   3     16.00
WA699       0214   4      7.00
WA699       0214   5     -4.00
WA699       0214   6     -4.00
WA699       0214   7      4.00
WA699       0214   8      5.00
WA699       0214   9     16.00
WA699       0214  10     19.00
WA699       0214  11     21.00
WA699       0214  12     30.00
WA699       0214  13     29.00
WA699       0214  14     29.00
WA699       0214  15     26.00
WA699       0214  16     28.00
WA699       0214  17     29.00
WA699       0214  18     28.00
WA699       0214  19     24.00
WA699       0214  20     27.00
WA699       0214  21     18.00
WA699       0214  22     17.00
WA699       0214  23     24.00
WA699       0214  24     23.00
WA699       0214  25     23.00
WA699       0214  26     26.00
WA699       0214  27     28.00
WA699       0214  28     30.00
WA699       0314   1     12.00
WA699       0314   2     12.00
WA699       0314   3     14.00
WA699       0314   4     31.00
WA699       0314   5     34.00
WA699       0314   6     34.00
WA699       0314   7     33.00
WA699       0314   8     32.00
WA699       0314   9     36.00
WA699       0314  10     32.00
WA699       0314  11     29.00
WA699       0314  12     31.00
WA699       0314  13     33.00
WA699       0314  14     33.00
WA699       0314  15     31.00
WA699       0314  16     36.00
WA699       0314  17     27.00
WA699       0314  18     25.00
WA699       0314  19     29.00
WA699       0314  20     24.00
WA699       0314  21     21.00
WA699       0314  22     24.00
WA699       0314  23     28.00
WA699       0314  24     32.00
WA699       0314  25     33.00
WA699       0314  26     31.00
WA699       0314  27     31.00
WA699       0314  28     32.00
WA699       0314  29     33.00
WA699       0314  30     31.00
WA699       0314  31     28.00
WA699       0414   1     31.00
WA699       0414   2     31.00
WA699       0414   3     32.00
WA699       0414   4     33.00
WA699       0414   5     31.00
WA699       0414   6     35.00
WA699       0414   7     38.00
WA699       0414   8     37.00
WA699       0414   9     33.00
WA699       0414  10     32.00
WA699       0414  11     34.00
WA699       0414  12     32.00
WA699       0414  13     31.00
WA699       0414  14     33.00
WA699       0414  15     36.00
WA699       0414  16     35.00
WA699       0414  17     34.00
WA699       0414  18     31.00
WA699       0414  19     31.00
WA699       0414  20     31.00
WA699       0414  21     36.00
WA699       0414  22     32.00
WA699       0414  23     33.00
WA699       0414  24     34.00
WA699       0414  25     32.00
WA699       0414  26     30.00
WA699       0414  27     33.00
WA699       0414  28     33.00
WA699       0414  29     35.00
WA699       0414  30     38.00
WA699       0514   1     44.00
WA699       0514   2     47.00
WA699       0514   3     39.00
WA699       0514   4     36.00
WA699       0514   5     36.00
WA699       0514   6     35.00
WA699       0514   7     35.00
WA699       0514   8     38.00
WA699       0514   9     35.00
WA699       0514  10     33.00
WA699       0514  11     36.00
WA699       0514  12     37.00
WA699       0514  13     41.00
WA699       0514  14     47.00
WA699       0514  15     50.00
WA699       0514  16     46.00
WA699       0514  17     39.00
WA699       0514  18     37.00
WA699       0514  19     39.00
WA699       0514  20     40.00
WA699       0514  21     43.00
WA699       0514  22     47.00
WA699       0514  23     46.00
WA699       0514  24     43.00
WA699       0514  25     42.00
WA699       0514  26     40.00
WA699       0514  27     37.00
WA699       0514  28     39.00
WA699       0514  29     40.00
WA699       0514  30     39.00
WA699       0514  31     44.00
WA699       0614   1     46.00
WA699       0614   2     45.00
WA699       0614   3     47.00
WA699       0614   4     43.00
WA699       0614   5     42.00
WA699       0614   6     43.00
WA699       0614   7     45.00
WA699       0614   8     46.00
WA699       0614   9     47.00
WA699       0614  10     42.00
WA699       0614  11     40.00
WA699       0614  12     45.00
WA699       0614  13     44.00
WA699       0614  14     43.00
WA699       0614  15     43.00
WA699       0614  16     40.00
WA699       0614  17     38.00
WA699       0614  18     45.00
WA699       0614  19     47.00
WA699       0614  20     43.00
WA699       0614  21     39.00
WA699       0614  22     47.00
WA699       0614  23     53.00
WA699       0614  24     48.00
WA699       0614  25     45.00
WA699       0614  26     50.00
WA699       0614  27     50.00
WA699       0614  28     47.00
WA699       0614  29     44.00
WA699       0614  30     42.00
WA699       0714   1     52.00
WA699       0714   2     57.00
WA699       0714   3     52.00
WA699       0714   4     48.00
WA699       0714   5     56.00
WA699       0714   6     55.00
WA699       0714   7     52.00
WA699       0714   8     58.00
WA699       0714   9     56.00
WA699       0714  10     53.00
WA699       0714  11     55.00
WA699       0714  12     59.00
WA699       0714  13     62.00
WA699       0714  14     56.00
WA699       0714  15     56.00
WA699       0714  16     61.00
WA699       0714  17     59.00
WA699       0714  18     56.00
WA699       0714  19     53.00
WA699       0714  20     49.00
WA699       0714  21     45.00
WA699       0714  22     54.00
WA699       0714  23     44.00
WA699       0714  24     43.00
WA699       0714  25     42.00
WA699       0714  26     49.00
WA699       0714  27     54.00
WA699       0714  28     58.00
WA699       0714  29     62.00
WA699       0714  30     60.00
WA699       0714  31     58.00
WA699       0814   1     62.00
WA699       0814   2     61.00
WA699       0814   3     58.00
WA699       0814   4     60.00
WA699       0814   5     58.00
WA699       0814   6     56.00
WA699       0814   7     61.00
WA699       0814   8     58.00
WA699       0814   9     56.00
WA699       0814  10     59.00
WA699       0814  11     62.00
WA699       0814  12     59.00
WA699       0814  13     56.00
WA699       0814  14     51.00
WA699       0814  15     50.00
WA699       0814  16     51.00
WA699       0814  17     55.00
WA699       0814  18     58.00
WA699       0814  19     59.00
WA699       0814  20     53.00
WA699       0814  21     51.00
WA699       0814  22     48.00
WA699       0814  23     48.00
WA699       0814  24     51.00
WA699       0814  25     50.00
WA699       0814  26     53.00
WA699       0814  27     58.00
WA699       0814  28     55.00
WA699       0814  29     51.00
WA699       0814  30     49.00
WA699       0814  31     46.00
WA699       0914   1     44.00
WA699       0914   2     43.00
WA699       0914   3     44.00
WA699       0914   4     44.00
WA699       0914   5     48.00
WA699       0914   6     52.00
WA699       0914   7     53.00
WA699       0914   8     49.00
WA699       0914   9     47.00
WA699       0914  10     40.00
WA699       0914  11     36.00
WA699       0914  12     39.00
WA699       0914  13     45.00
WA699       0914  14     48.00
WA699       0914  15     50.00
WA699       0914  16     55.00
WA699       0914  17     59.00
WA699       0914  18     56.00
WA699       0914  19     52.00
WA699       0914  20     51.00
WA699       0914  21     54.00
WA699       0914  22     57.00
WA699       0914  23     52.00
WA699       0914  24     50.00
WA699       0914  25     44.00
WA699       0914  26     43.00
WA699       0914  27     44.00
WA699       0914  28     48.00
WA699       0914  29     46.00
WA699       0914  30     41.00
WA699       1014   1     39.00
WA699       1014   2     37.00
WA699       1014   3     42.00
WA699       1014   4     49.00
WA699       1014   5     50.00
WA699       1014   6     56.00
WA699       1014   7     54.00
WA699       1014   8     50.00
WA699       1014   9     48.00
WA699       1014  10     48.00
WA699       1014  11     44.00
WA699       1014  12     43.00
WA699       1014  13     44.00
WA699       1014  14     46.00
WA699       1014  15     39.00
WA699       1014  16     38.00
WA699       1014  17     42.00
WA699       1014  18     43.00
WA699       1014  19     44.00
WA699       1014  20     42.00
WA699       1014  21     40.00
WA699       1014  22     40.00
WA699       1014  23     36.00
WA699       1014  24     35.00
WA699       1014  25     37.00
WA699       1014  26     33.00
WA699       1014  27     31.00
WA699       1014  28     34.00
WA699       1014  29     36.00
WA699       1014  30     38.00
WA699       1014  31     37.00
WA699       1114   1     35.00
WA699       1114   2     36.00
WA699       1114   3     39.00
WA699       1114   4     38.00
WA699       1114   5     38.00
WA699       1114   6     41.00
WA699       1114   7     35.00
WA699       1114   8     35.00
WA699       1114   9     34.00
WA699       1114  10     29.00
WA699       1114  11     18.00
WA699       1114  12     14.00
WA699       1114  13     13.00
WA699       1114  14     15.00
WA699       1114  15     16.00
WA699       1114  16     20.00
WA699       1114  17     19.00
WA699       1114  18     20.00
WA699       1114  19     25.00
WA699       1114  20     29.00
WA699       1114  21     27.00
WA699       1114  22     31.00
WA699       1114  23     30.00
WA699       1114  24     29.00
WA699       1114  25     32.00
WA699       1114  26     31.00
WA699       1114  27     38.00
WA699       1114  28     31.00
WA699       1114  29     11.00
WA699       1114  30      7.00
WA699       1214   1      9.00
WA699       1214   2     12.00
WA699       1214   3     19.00
WA699       1214   4     26.00
WA699       1214   5     26.00
WA699       1214   6     31.00
WA699       1214   7     29.00
WA699       1214   8     32.00
WA699       1214   9     33.00
WA699       1214  10     34.00
WA699       1214  11     33.00
WA699       1214  12     32.00
WA699       1214  13     28.00
WA699       1214  14     25.00
WA699       1214  15     24.00
WA699       1214  16     29.00
WA699       1214  17     29.00
WA699       1214  18     30.00
WA699       1214  19     30.00
WA699       1214  20     29.00
WA699       1214  21     34.00
WA699       1214  22     30.00
WA699       1214  23     31.00
WA699       1214  24     28.00
WA699       1214  25     24.00
WA699       1214  26     23.00
WA699       1214  27     26.00
WA699       1214  28     24.00
WA699       1214  29     11.00
WA699       1214  30      7.00
WA699       1214  31      9.00
WA699       0115   1     10.00
WA699       0115   2     12.00
WA699       0115   3     20.00
WA699       0115   4     19.00
WA699       0115   5     31.00
WA699       0115   6     34.00
WA699       0115   7     33.00
WA699       0115   8     30.00
WA699       0115   9     28.00
WA699       0115  10     26.00
WA699       0115  11     28.00
WA699       0115  12     28.00
