$ Get data for 863:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:44:55 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA863           White Pass E.s.
WA863       0111  13     34.00
WA863       0111  14     36.00
WA863       0111  15     34.00
WA863       0111  16     38.00
WA863       0111  17     30.00
WA863       0111  18     22.00
WA863       0111  19     20.00
WA863       0111  20     23.00
WA863       0111  21     33.00
WA863       0111  22     29.00
WA863       0111  23     35.00
WA863       0111  24     34.00
WA863       0111  25     33.00
WA863       0111  26     33.00
WA863       0111  27     35.00
WA863       0111  28     35.00
WA863       0111  29     34.00
WA863       0111  30     24.00
WA863       0111  31     17.00
WA863       0211   1     13.00
WA863       0211   2     14.00
WA863       0211   3     28.00
WA863       0211   4     35.00
WA863       0211   5     30.00
WA863       0211   6     35.00
WA863       0211   7     28.00
WA863       0211   8     26.00
WA863       0211   9     21.00
WA863       0211  10     25.00
WA863       0211  11     31.00
WA863       0211  12     30.00
WA863       0211  13     28.00
WA863       0211  14     29.00
WA863       0211  15     26.00
WA863       0211  16     22.00
WA863       0211  17     16.00
WA863       0211  18     14.00
WA863       0211  19     20.00
WA863       0211  20     17.00
WA863       0211  21     16.00
WA863       0211  22     20.00
WA863       0211  23     18.00
WA863       0211  24      7.00
WA863       0211  25      0.00
WA863       0211  26     -1.00
WA863       0211  27     23.00
WA863       0211  28     25.00
WA863       0311   1     24.00
WA863       0311   2     25.00
WA863       0311   3     21.00
WA863       0311   4     15.00
WA863       0311   5     22.00
WA863       0311   6     20.00
WA863       0311   7     24.00
WA863       0311   8     25.00
WA863       0311   9     29.00
WA863       0311  10     27.00
WA863       0311  11     25.00
WA863       0311  12     27.00
WA863       0311  13     28.00
WA863       0311  14     31.00
WA863       0311  15     30.00
WA863       0311  16     27.00
WA863       0311  17     23.00
WA863       0311  18     27.00
WA863       0311  19     21.00
WA863       0311  20     27.00
WA863       0311  21     28.00
WA863       0311  22     24.00
WA863       0311  23     19.00
WA863       0311  24     31.00
WA863       0311  25     24.00
WA863       0311  26     25.00
WA863       0311  27     25.00
WA863       0311  28     29.00
WA863       0311  29     32.00
WA863       0311  30     34.00
WA863       0311  31     34.00
WA863       0411   1     33.00
WA863       0411   2     27.00
WA863       0411   3     27.00
WA863       0411   4     30.00
WA863       0411   5     27.00
WA863       0411   6     23.00
WA863       0411   7     20.00
WA863       0411   8     20.00
WA863       0411   9     29.00
WA863       0411  10     32.00
WA863       0411  11     27.00
WA863       0411  12     20.00
WA863       0411  13     28.00
WA863       0411  14     28.00
WA863       0411  15     29.00
WA863       0411  16     29.00
WA863       0411  17     24.00
WA863       0411  18     26.00
WA863       0411  19     23.00
WA863       0411  20     22.00
WA863       0411  21     25.00
WA863       0411  22     22.00
WA863       0411  23     24.00
WA863       0411  24     31.00
WA863       0411  25     30.00
WA863       0411  26     29.00
WA863       0411  27     28.00
WA863       0411  28     27.00
WA863       0411  29     27.00
WA863       0411  30     29.00
WA863       0511   1     24.00
WA863       0511   2     31.00
WA863       0511   3     31.00
WA863       0511   4     29.00
WA863       0511   5     34.00
WA863       0511   6     34.00
WA863       0511   7     32.00
WA863       0511   8     31.00
WA863       0511   9     33.00
WA863       0511  10     35.00
WA863       0511  11     32.00
WA863       0511  12     28.00
WA863       0511  13     29.00
WA863       0511  14     37.00
WA863       0511  15     34.00
WA863       0511  16     31.00
WA863       0511  17     25.00
WA863       0511  18     32.00
WA863       0511  19     33.00
WA863       0511  20     34.00
WA863       0511  21     35.00
WA863       0511  22     35.00
WA863       0511  23     35.00
WA863       0511  24     35.00
WA863       0511  25     33.00
WA863       0511  26     32.00
WA863       0511  27     33.00
WA863       0511  28     31.00
WA863       0511  29     34.00
WA863       0511  30     36.00
WA863       0511  31     36.00
WA863       0611   1     36.00
WA863       0611   2     36.00
WA863       0611   3     35.00
WA863       0611   4     35.00
WA863       0611   5     38.00
WA863       0611   6     38.00
WA863       0611   7     36.00
WA863       0611   8     36.00
WA863       0611   9     35.00
WA863       0611  10     38.00
WA863       0611  11     36.00
WA863       0611  12     37.00
WA863       0611  13     39.00
WA863       0611  14     37.00
WA863       0611  15     35.00
WA863       0611  16     36.00
WA863       0611  17     38.00
WA863       0611  18     40.00
WA863       0611  19     40.00
WA863       0611  20     39.00
WA863       0611  21     37.00
WA863       0611  22     39.00
WA863       0611  23     38.00
WA863       0611  24     37.00
WA863       0611  25     35.00
WA863       0611  26     35.00
WA863       0611  27     42.00
WA863       0611  28     41.00
WA863       0611  29     41.00
WA863       0611  30     38.00
WA863       0711   1     37.00
WA863       0711   2     40.00
WA863       0711   3     41.00
WA863       0711   4     37.00
WA863       0711   5     42.00
WA863       0711   6     44.00
WA863       0711   7     40.00
WA863       0711   8     39.00
WA863       0711   9     38.00
WA863       0711  10     41.00
WA863       0711  11     42.00
WA863       0711  12     47.00
WA863       0711  13     43.00
WA863       0711  14     43.00
WA863       0711  15     40.00
WA863       0711  16     45.00
WA863       0711  17     43.00
WA863       0711  18     45.00
WA863       0711  19     45.00
WA863       0711  20     44.00
WA863       0711  21     42.00
WA863       0711  22     41.00
WA863       0711  23     40.00
WA863       0711  24     47.00
WA863       0711  25     48.00
WA863       0711  26     45.00
WA863       0711  27     46.00
WA863       0711  28     43.00
WA863       0711  29     46.00
WA863       0711  30     45.00
WA863       0711  31     47.00
WA863       0811   1     40.00
WA863       0811   2     47.00
WA863       0811   3     47.00
WA863       0811   4     46.00
WA863       0811   5     50.00
WA863       0811   6     50.00
WA863       0811   7     47.00
WA863       0811   8     48.00
WA863       0811   9     46.00
WA863       0811  10     46.00
WA863       0811  11     45.00
WA863       0811  12     43.00
WA863       0811  13     46.00
WA863       0811  14     45.00
WA863       0811  15     43.00
WA863       0811  16     37.00
WA863       0811  17     43.00
WA863       0811  18     43.00
WA863       0811  19     44.00
WA863       0811  20     48.00
WA863       0811  21     52.00
WA863       0811  22     53.00
WA863       0811  23     53.00
WA863       0811  24     48.00
WA863       0811  25     52.00
WA863       0811  26     52.00
WA863       0811  27     51.00
WA863       0811  28     51.00
WA863       0811  29     49.00
WA863       0811  30   -999.00
WA863       0811  31     40.00
WA863       0911   1     37.00
WA863       0911   2     41.00
WA863       0911   3     42.00
WA863       0911   4     44.00
WA863       0911   5     47.00
WA863       0911   6     47.00
WA863       0911   7     50.00
WA863       0911   8     54.00
WA863       0911   9     54.00
WA863       0911  10     54.00
WA863       0911  11     54.00
WA863       0911  12     52.00
WA863       0911  13     47.00
WA863       0911  14     44.00
WA863       0911  15     43.00
WA863       0911  16     41.00
WA863       0911  17     41.00
WA863       0911  18     46.00
WA863       0911  19     42.00
WA863       0911  20     40.00
WA863       0911  21     43.00
WA863       0911  22     50.00
WA863       0911  23     50.00
WA863       0911  24     48.00
WA863       0911  25     40.00
WA863       0911  26     38.00
WA863       0911  27     39.00
WA863       0911  28     33.00
WA863       0911  29     36.00
WA863       0911  30     45.00
WA863       1011   1     40.00
WA863       1011   2     40.00
WA863       1011   3     40.00
WA863       1011   4     36.00
WA863       1011   5     35.00
WA863       1011   6     35.00
WA863       1011   7     36.00
WA863       1011   8     33.00
WA863       1011   9     38.00
WA863       1011  10     39.00
WA863       1011  11     37.00
WA863       1011  12     34.00
WA863       1011  13     33.00
WA863       1011  14     36.00
WA863       1011  15     36.00
WA863       1011  16     33.00
WA863       1011  17     31.00
WA863       1011  18     34.00
WA863       1011  19     37.00
WA863       1011  20     39.00
WA863       1011  21     40.00
WA863       1011  22     44.00
WA863       1011  23     35.00
WA863       1011  24     31.00
WA863       1011  25     28.00
WA863       1011  26     27.00
WA863       1011  27     30.00
WA863       1011  28     30.00
WA863       1011  29     34.00
WA863       1011  30     33.00
WA863       1011  31     30.00
WA863       1111   1     25.00
WA863       1111   2     25.00
WA863       1111   3     25.00
WA863       1111   4     23.00
WA863       1111   5     22.00
WA863       1111   6     23.00
WA863       1111   7     31.00
WA863       1111   8     31.00
WA863       1111   9     30.00
WA863       1111  10     30.00
WA863       1111  11     26.00
WA863       1111  12     26.00
WA863       1111  13     31.00
WA863       1111  14     26.00
WA863       1111  15     19.00
WA863       1111  16     19.00
WA863       1111  17     26.00
WA863       1111  18     19.00
WA863       1111  19     18.00
WA863       1111  20     16.00
WA863       1111  21     20.00
WA863       1111  22     34.00
WA863       1111  23     27.00
WA863       1111  24     22.00
WA863       1111  25     25.00
WA863       1111  26     26.00
WA863       1111  27     31.00
WA863       1111  28     26.00
WA863       1111  29     26.00
WA863       1111  30     23.00
WA863       1211   1     21.00
WA863       1211   2     22.00
WA863       1211   3     22.00
WA863       1211   4     22.00
WA863       1211   5     21.00
WA863       1211   6     29.00
WA863       1211   7     24.00
WA863       1211   8     21.00
WA863       1211   9     24.00
WA863       1211  10     26.00
WA863       1211  11     22.00
WA863       1211  12     15.00
WA863       1211  13     14.00
WA863       1211  14     24.00
WA863       1211  15     27.00
WA863       1211  16     30.00
WA863       1211  17     31.00
WA863       1211  18     28.00
WA863       1211  19     25.00
WA863       1211  20     27.00
WA863       1211  21     17.00
WA863       1211  22     14.00
WA863       1211  23     25.00
WA863       1211  24     32.00
WA863       1211  25     26.00
WA863       1211  26     25.00
WA863       1211  27     29.00
WA863       1211  28     34.00
WA863       1211  29     31.00
WA863       1211  30     24.00
WA863       1211  31     20.00
WA863       0112   1     24.00
WA863       0112   2     22.00
WA863       0112   3     33.00
WA863       0112   4     34.00
WA863       0112   5     21.00
WA863       0112   6     20.00
WA863       0112   7     26.00
WA863       0112   8     31.00
WA863       0112   9     32.00
WA863       0112  10     20.00
WA863       0112  11     14.00
WA863       0112  12     13.00
WA863       0112  13     27.00
WA863       0112  14     20.00
WA863       0112  15     19.00
WA863       0112  16     15.00
WA863       0112  17     19.00
WA863       0112  18     19.00
WA863       0112  19     30.00
WA863       0112  20     25.00
WA863       0112  21     25.00
WA863       0112  22     23.00
WA863       0112  23     17.00
WA863       0112  24     22.00
WA863       0112  25     29.00
WA863       0112  26     21.00
WA863       0112  27     13.00
WA863       0112  28     18.00
WA863       0112  29     34.00
WA863       0112  30     28.00
WA863       0112  31     28.00
WA863       0212   1     26.00
WA863       0212   2     23.00
WA863       0212   3     22.00
WA863       0212   4     22.00
WA863       0212   5     20.00
