$ Get data for 898:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:26:44 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA898           Mount Gardner
WA898       1206   9     34.00
WA898       1206  10     34.00
WA898       1206  11     34.00
WA898       1206  12     34.00
WA898       1206  13     34.00
WA898       1206  14     34.00
WA898       1206  15     29.00
WA898       1206  16     24.00
WA898       1206  17     23.00
WA898       1206  18     26.00
WA898       1206  19     30.00
WA898       1206  20     29.00
WA898       1206  21     28.00
WA898       1206  22     30.00
WA898       1206  23     29.00
WA898       1206  24     31.00
WA898       1206  25     32.00
WA898       1206  26     33.00
WA898       1206  27     29.00
WA898       1206  28     23.00
WA898       1206  29     26.00
WA898       1206  30     28.00
WA898       1206  31     28.00
WA898       0107   1     31.00
WA898       0107   2     37.00
WA898       0107   3     33.00
WA898       0107   4     27.00
WA898       0107   5     26.00
WA898       0107   6     31.00
WA898       0107   7     32.00
WA898       0107   8     33.00
WA898       0107   9     27.00
WA898       0107  10     21.00
WA898       0107  11     15.00
WA898       0107  12     13.00
WA898       0107  13     15.00
WA898       0107  14     17.00
WA898       0107  15     17.00
WA898       0107  16     18.00
WA898       0107  17     29.00
WA898       0107  18     30.00
WA898       0107  19     33.00
WA898       0107  20     29.00
WA898       0107  21     29.00
WA898       0107  22     34.00
WA898       0107  23     37.00
WA898       0107  24     36.00
WA898       0107  25     32.00
WA898       0107  26     32.00
WA898       0107  27     33.00
WA898       0107  28     32.00
WA898       0107  29     30.00
WA898       0107  30     30.00
WA898       0107  31     28.00
WA898       0207   1     28.00
WA898       0207   2     28.00
WA898       0207   3     32.00
WA898       0207   4     39.00
WA898       0207   5     42.00
WA898       0207   6     40.00
WA898       0207   7     36.00
WA898       0207   8     35.00
WA898       0207   9     35.00
WA898       0207  10     34.00
WA898       0207  11     35.00
WA898       0207  12     35.00
WA898       0207  13     34.00
WA898       0207  14     33.00
WA898       0207  15     38.00
WA898       0207  16     37.00
WA898       0207  17     34.00
WA898       0207  18     33.00
WA898       0207  19     34.00
WA898       0207  20     30.00
WA898       0207  21     29.00
WA898       0207  22     29.00
WA898       0207  23     27.00
WA898       0207  24     28.00
WA898       0207  25     31.00
WA898       0207  26     27.00
WA898       0207  27     26.00
WA898       0207  28     25.00
WA898       0307   1     22.00
WA898       0307   2     23.00
WA898       0307   3     31.00
WA898       0307   4     36.00
WA898       0307   5     37.00
WA898       0307   6     38.00
WA898       0307   7     34.00
WA898       0307   8     34.00
WA898       0307   9     34.00
WA898       0307  10     37.00
WA898       0307  11     43.00
WA898       0307  12     33.00
WA898       0307  13     31.00
WA898       0307  14     28.00
WA898       0307  15     28.00
WA898       0307  16     37.00
WA898       0307  17     43.00
WA898       0307  18     41.00
WA898       0307  19     34.00
WA898       0307  20     30.00
WA898       0307  21     26.00
WA898       0307  22     35.00
WA898       0307  23     36.00
WA898       0307  24     36.00
WA898       0307  25     33.00
WA898       0307  26     32.00
WA898       0307  27     33.00
WA898       0307  28     30.00
WA898       0307  29     33.00
WA898       0307  30     40.00
WA898       0307  31     33.00
WA898       0407   1     30.00
WA898       0407   2     29.00
WA898       0407   3     27.00
WA898       0407   4     35.00
WA898       0407   5     38.00
WA898       0407   6     43.00
WA898       0407   7     45.00
WA898       0407   8     41.00
WA898       0407   9     33.00
WA898       0407  10     33.00
WA898       0407  11     32.00
WA898       0407  12     35.00
WA898       0407  13     35.00
WA898       0407  14     35.00
WA898       0407  15     33.00
WA898       0407  16     34.00
WA898       0407  17     34.00
WA898       0407  18     33.00
WA898       0407  19     32.00
WA898       0407  20     32.00
WA898       0407  21     35.00
WA898       0407  22     38.00
WA898       0407  23     36.00
WA898       0407  24     41.00
WA898       0407  25     35.00
WA898       0407  26     40.00
WA898       0407  27     42.00
WA898       0407  28     38.00
WA898       0407  29     36.00
WA898       0407  30     36.00
WA898       0507   1     38.00
WA898       0507   2     35.00
WA898       0507   3     34.00
WA898       0507   4     34.00
WA898       0507   5     34.00
WA898       0507   6     38.00
WA898       0507   7     45.00
WA898       0507   8     37.00
WA898       0507   9     35.00
WA898       0507  10     38.00
WA898       0507  11     38.00
WA898       0507  12     37.00
WA898       0507  13     35.00
WA898       0507  14     35.00
WA898       0507  15     48.00
WA898       0507  16     43.00
WA898       0507  17     41.00
WA898       0507  18     40.00
WA898       0507  19     40.00
WA898       0507  20     36.00
WA898       0507  21     35.00
WA898       0507  22     40.00
WA898       0507  23     40.00
WA898       0507  24     41.00
WA898       0507  25     46.00
WA898       0507  26     46.00
WA898       0507  27     38.00
WA898       0507  28     38.00
WA898       0507  29     40.00
WA898       0507  30     52.00
WA898       0507  31     52.00
WA898       0607   1     50.00
WA898       0607   2     51.00
WA898       0607   3     54.00
WA898       0607   4     50.00
WA898       0607   5     40.00
WA898       0607   6     39.00
WA898       0607   7     41.00
WA898       0607   8     44.00
WA898       0607   9     45.00
WA898       0607  10     40.00
WA898       0607  11     39.00
WA898       0607  12     39.00
WA898       0607  13     44.00
WA898       0607  14     42.00
WA898       0607  15     45.00
WA898       0607  16     44.00
WA898       0607  17     43.00
WA898       0607  18     42.00
WA898       0607  19     41.00
WA898       0607  20     52.00
WA898       0607  21     47.00
WA898       0607  22     43.00
WA898       0607  23     40.00
WA898       0607  24     41.00
WA898       0607  25     40.00
WA898       0607  26     46.00
WA898       0607  27     48.00
WA898       0607  28     50.00
WA898       0607  29     46.00
WA898       0607  30     42.00
WA898       0707   1     47.00
WA898       0707   2     50.00
WA898       0707   3     50.00
WA898       0707   4     54.00
WA898       0707   5     54.00
WA898       0707   6     49.00
WA898       0707   7     47.00
WA898       0707   8     49.00
WA898       0707   9     50.00
WA898       0707  10     57.00
WA898       0707  11     64.00
WA898       0707  12     58.00
WA898       0707  13     54.00
WA898       0707  14     53.00
WA898       0707  15     56.00
WA898       0707  16     53.00
WA898       0707  17     54.00
WA898       0707  18     53.00
WA898       0707  19     50.00
WA898       0707  20     50.00
WA898       0707  21     51.00
WA898       0707  22     55.00
WA898       0707  23     51.00
WA898       0707  24     46.00
WA898       0707  25     47.00
WA898       0707  26     50.00
WA898       0707  27     50.00
WA898       0707  28     50.00
WA898       0707  29     46.00
WA898       0707  30     45.00
WA898       0707  31     47.00
WA898       0807   1     51.00
WA898       0807   2     54.00
WA898       0807   3     50.00
WA898       0807   4     48.00
WA898       0807   5     51.00
WA898       0807   6     53.00
WA898       0807   7     50.00
WA898       0807   8     48.00
WA898       0807   9     48.00
WA898       0807  10     46.00
WA898       0807  11     45.00
WA898       0807  12     47.00
WA898       0807  13     49.00
WA898       0807  14     52.00
WA898       0807  15     57.00
WA898       0807  16     49.00
WA898       0807  17     48.00
WA898       0807  18     47.00
WA898       0807  19     47.00
WA898       0807  20     48.00
WA898       0807  21     52.00
WA898       0807  22     51.00
WA898       0807  23     50.00
WA898       0807  24     50.00
WA898       0807  25     49.00
WA898       0807  26     46.00
WA898       0807  27     42.00
WA898       0807  28     46.00
WA898       0807  29     56.00
WA898       0807  30     55.00
WA898       0807  31     49.00
WA898       0907   1     49.00
WA898       0907   2     51.00
WA898       0907   3     51.00
WA898       0907   4     54.00
WA898       0907   5     52.00
WA898       0907   6     47.00
WA898       0907   7     45.00
WA898       0907   8     45.00
WA898       0907   9     49.00
WA898       0907  10     56.00
WA898       0907  11     56.00
WA898       0907  12     51.00
WA898       0907  13     53.00
WA898       0907  14     50.00
WA898       0907  15     49.00
WA898       0907  16     47.00
WA898       0907  17     42.00
WA898       0907  18     40.00
WA898       0907  19     39.00
WA898       0907  20     41.00
WA898       0907  21     42.00
WA898       0907  22     41.00
WA898       0907  23     40.00
WA898       0907  24     39.00
WA898       0907  25     43.00
WA898       0907  26     42.00
WA898       0907  27     43.00
WA898       0907  28     35.00
WA898       0907  29     38.00
WA898       0907  30     41.00
WA898       1007   1     41.00
WA898       1007   2     40.00
WA898       1007   3     37.00
WA898       1007   4     36.00
WA898       1007   5     36.00
WA898       1007   6     38.00
WA898       1007   7     41.00
WA898       1007   8     37.00
WA898       1007   9     46.00
WA898       1007  10     39.00
WA898       1007  11     38.00
WA898       1007  12     42.00
WA898       1007  13     40.00
WA898       1007  14     45.00
WA898       1007  15     43.00
WA898       1007  16     35.00
WA898       1007  17     35.00
WA898       1007  18     37.00
WA898       1007  19     34.00
WA898       1007  20     34.00
WA898       1007  21     39.00
WA898       1007  22     40.00
WA898       1007  23     49.00
WA898       1007  24     36.00
WA898       1007  25     32.00
WA898       1007  26     32.00
WA898       1007  27     38.00
WA898       1007  28     42.00
WA898       1007  29     35.00
WA898       1007  30     31.00
WA898       1007  31     37.00
WA898       1107   1     31.00
WA898       1107   2     31.00
WA898       1107   3     40.00
WA898       1107   4     37.00
WA898       1107   5     38.00
WA898       1107   6     42.00
WA898       1107   7     44.00
WA898       1107   8     43.00
WA898       1107   9     43.00
WA898       1107  10     33.00
WA898       1107  11     34.00
WA898       1107  12     35.00
WA898       1107  13     31.00
WA898       1107  14     32.00
WA898       1107  15     34.00
WA898       1107  16     38.00
WA898       1107  17     35.00
WA898       1107  18     33.00
WA898       1107  19     33.00
WA898       1107  20     31.00
WA898       1107  21     28.00
WA898       1107  22     28.00
WA898       1107  23     26.00
WA898       1107  24     26.00
WA898       1107  25     26.00
WA898       1107  26     26.00
WA898       1107  27     31.00
WA898       1107  28     30.00
WA898       1107  29     26.00
WA898       1107  30     24.00
WA898       1207   1     21.00
WA898       1207   2     22.00
WA898       1207   3     35.00
WA898       1207   4     38.00
WA898       1207   5     33.00
WA898       1207   6     31.00
WA898       1207   7     28.00
WA898       1207   8     24.00
WA898       1207   9     25.00
WA898       1207  10     28.00
WA898       1207  11     28.00
WA898       1207  12     31.00
WA898       1207  13     31.00
WA898       1207  14     30.00
WA898       1207  15     30.00
WA898       1207  16     30.00
WA898       1207  17     28.00
WA898       1207  18     29.00
WA898       1207  19     33.00
WA898       1207  20     29.00
WA898       1207  21     28.00
WA898       1207  22     29.00
WA898       1207  23     34.00
WA898       1207  24     31.00
WA898       1207  25     27.00
WA898       1207  26     28.00
WA898       1207  27     27.00
WA898       1207  28     28.00
WA898       1207  29     29.00
WA898       1207  30     29.00
