$ Get data for 702:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:31:50 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA702           Potato Hill
WA702       1002  13     30.00
WA702       1002  14     32.00
WA702       1002  15     43.00
WA702       1002  16     35.00
WA702       1002  17     32.00
WA702       1002  18     30.00
WA702       1002  19     31.00
WA702       1002  20     42.00
WA702       1002  21     35.00
WA702       1002  22     34.00
WA702       1002  23     27.00
WA702       1002  24     22.00
WA702       1002  25     19.00
WA702       1002  26     22.00
WA702       1002  27     24.00
WA702       1002  28     32.00
WA702       1002  29     20.00
WA702       1002  30     20.00
WA702       1002  31     18.00
WA702       1102   1     20.00
WA702       1102   2     16.00
WA702       1102   3     21.00
WA702       1102   4     23.00
WA702       1102   5     31.00
WA702       1102   6     32.00
WA702       1102   7     35.00
WA702       1102   8     34.00
WA702       1102   9     33.00
WA702       1102  10     33.00
WA702       1102  11     34.00
WA702       1102  12     34.00
WA702       1102  13     34.00
WA702       1102  14     28.00
WA702       1102  15     26.00
WA702       1102  16     30.00
WA702       1102  17     33.00
WA702       1102  18     34.00
WA702       1102  19     35.00
WA702       1102  20     35.00
WA702       1102  21     34.00
WA702       1102  22     32.00
WA702       1102  23     29.00
WA702       1102  24     26.00
WA702       1102  25     20.00
WA702       1102  26     28.00
WA702       1102  27     34.00
WA702       1102  28     33.00
WA702       1102  29     30.00
WA702       1102  30     31.00
WA702       1202   1     26.00
WA702       1202   2     28.00
WA702       1202   3     24.00
WA702       1202   4     24.00
WA702       1202   5     28.00
WA702       1202   6     27.00
WA702       1202   7     24.00
WA702       1202   8     25.00
WA702       1202   9     26.00
WA702       1202  10     29.00
WA702       1202  11     29.00
WA702       1202  12     34.00
WA702       1202  13     32.00
WA702       1202  14     34.00
WA702       1202  15     32.00
WA702       1202  16     26.00
WA702       1202  17     25.00
WA702       1202  18     26.00
WA702       1202  19     26.00
WA702       1202  20     26.00
WA702       1202  21     28.00
WA702       1202  22     25.00
WA702       1202  23     22.00
WA702       1202  24     22.00
WA702       1202  25     26.00
WA702       1202  26     28.00
WA702       1202  27     29.00
WA702       1202  28     29.00
WA702       1202  29     22.00
WA702       1202  30     26.00
WA702       1202  31     29.00
WA702       0103   1     31.00
WA702       0103   2     34.00
WA702       0103   3     32.00
WA702       0103   4     32.00
WA702       0103   5     25.00
WA702       0103   6     30.00
WA702       0103   7     27.00
WA702       0103   8     24.00
WA702       0103   9     25.00
WA702       0103  10     22.00
WA702       0103  11     26.00
WA702       0103  12     33.00
WA702       0103  13     34.00
WA702       0103  14     19.00
WA702       0103  15     20.00
WA702       0103  16     28.00
WA702       0103  17     24.00
WA702       0103  18     23.00
WA702       0103  19     22.00
WA702       0103  20     27.00
WA702       0103  21     32.00
WA702       0103  22     32.00
WA702       0103  23     32.00
WA702       0103  24     34.00
WA702       0103  25     38.00
WA702       0103  26     34.00
WA702       0103  27     31.00
WA702       0103  28     28.00
WA702       0103  29     31.00
WA702       0103  30     34.00
WA702       0103  31     33.00
WA702       0203   1     31.00
WA702       0203   2     30.00
WA702       0203   3     23.00
WA702       0203   4     11.00
WA702       0203   5     14.00
WA702       0203   6     22.00
WA702       0203   7     18.00
WA702       0203   8     18.00
WA702       0203   9     18.00
WA702       0203  10     24.00
WA702       0203  11     26.00
WA702       0203  12     28.00
WA702       0203  13     33.00
WA702       0203  14     33.00
WA702       0203  15     33.00
WA702       0203  16     31.00
WA702       0203  17     29.00
WA702       0203  18     28.00
WA702       0203  19     29.00
WA702       0203  20     30.00
WA702       0203  21     31.00
WA702       0203  22     27.00
WA702       0203  23     14.00
WA702       0203  24     11.00
WA702       0203  25     12.00
WA702       0203  26     15.00
WA702       0203  27     20.00
WA702       0203  28     21.00
WA702       0303   1     17.00
WA702       0303   2     17.00
WA702       0303   3     26.00
WA702       0303   4     27.00
WA702       0303   5     28.00
WA702       0303   6     26.00
WA702       0303   7     26.00
WA702       0303   8     26.00
WA702       0303   9     34.00
WA702       0303  10     35.00
WA702       0303  11     33.00
WA702       0303  12     37.00
WA702       0303  13     37.00
WA702       0303  14     34.00
WA702       0303  15     32.00
WA702       0303  16     30.00
WA702       0303  17     26.00
WA702       0303  18     24.00
WA702       0303  19     31.00
WA702       0303  20     31.00
WA702       0303  21     31.00
WA702       0303  22     28.00
WA702       0303  23     24.00
WA702       0303  24     15.00
WA702       0303  25     31.00
WA702       0303  26     28.00
WA702       0303  27     28.00
WA702       0303  28     22.00
WA702       0303  29     31.00
WA702       0303  30     31.00
WA702       0303  31     32.00
WA702       0403   1     26.00
WA702       0403   2     23.00
WA702       0403   3     16.00
WA702       0403   4     13.00
WA702       0403   5     24.00
WA702       0403   6     26.00
WA702       0403   7     28.00
WA702       0403   8     36.00
WA702       0403   9     31.00
WA702       0403  10     35.00
WA702       0403  11     35.00
WA702       0403  12     35.00
WA702       0403  13     33.00
WA702       0403  14     29.00
WA702       0403  15     30.00
WA702       0403  16     31.00
WA702       0403  17     29.00
WA702       0403  18     25.00
WA702       0403  19     23.00
WA702       0403  20     36.00
WA702       0403  21     37.00
WA702       0403  22     33.00
WA702       0403  23     33.00
WA702       0403  24     30.00
WA702       0403  25     23.00
WA702       0403  26     30.00
WA702       0403  27     27.00
WA702       0403  28     32.00
WA702       0403  29     34.00
WA702       0403  30     34.00
WA702       0503   1     30.00
WA702       0503   2     28.00
WA702       0503   3     33.00
WA702       0503   4     31.00
WA702       0503   5     28.00
WA702       0503   6     24.00
WA702       0503   7     23.00
WA702       0503   8     30.00
WA702       0503   9     35.00
WA702       0503  10     32.00
WA702       0503  11     31.00
WA702       0503  12     30.00
WA702       0503  13     28.00
WA702       0503  14     33.00
WA702       0503  15     30.00
WA702       0503  16     28.00
WA702       0503  17     27.00
WA702       0503  18     27.00
WA702       0503  19     26.00
WA702       0503  20     33.00
WA702       0503  21     37.00
WA702       0503  22     37.00
WA702       0503  23     36.00
WA702       0503  24     40.00
WA702       0503  25     35.00
WA702       0503  26     32.00
WA702       0503  27     35.00
WA702       0503  28     37.00
WA702       0503  29     36.00
WA702       0503  30     44.00
WA702       0503  31     42.00
WA702       0603   1     38.00
WA702       0603   2     33.00
WA702       0603   3     32.00
WA702       0603   4     37.00
WA702       0603   5     42.00
WA702       0603   6     44.00
WA702       0603   7     45.00
WA702       0603   8     40.00
WA702       0603   9     45.00
WA702       0603  10     43.00
WA702       0603  11     42.00
WA702       0603  12     42.00
WA702       0603  13     41.00
WA702       0603  14     36.00
WA702       0603  15     37.00
WA702       0603  16     36.00
WA702       0603  17     48.00
WA702       0603  18     42.00
WA702       0603  19     35.00
WA702       0603  20     36.00
WA702       0603  21     35.00
WA702       0603  22     36.00
WA702       0603  23     36.00
WA702       0603  24     37.00
WA702       0603  25     32.00
WA702       0603  26     38.00
WA702       0603  27     42.00
WA702       0603  28     38.00
WA702       0603  29     49.00
WA702       0603  30     35.00
WA702       0703   1     36.00
WA702       0703   2     30.00
WA702       0703   3     30.00
WA702       0703   4     33.00
WA702       0703   5     35.00
WA702       0703   6     42.00
WA702       0703   7     37.00
WA702       0703   8     35.00
WA702       0703   9     33.00
WA702       0703  10     44.00
WA702       0703  11     46.00
WA702       0703  12     42.00
WA702       0703  13     47.00
WA702       0703  14     39.00
WA702       0703  15     41.00
WA702       0703  16     36.00
WA702       0703  17     33.00
WA702       0703  18     43.00
WA702       0703  19     41.00
WA702       0703  20     42.00
WA702       0703  21     40.00
WA702       0703  22     46.00
WA702       0703  23     44.00
WA702       0703  24     40.00
WA702       0703  25     36.00
WA702       0703  26     42.00
WA702       0703  27     39.00
WA702       0703  28     44.00
WA702       0703  29     42.00
WA702       0703  30     43.00
WA702       0703  31     44.00
WA702       0803   1     41.00
WA702       0803   2     46.00
WA702       0803   3     42.00
WA702       0803   4     36.00
WA702       0803   5     43.00
WA702       0803   6     38.00
WA702       0803   7     42.00
WA702       0803   8     41.00
WA702       0803   9     45.00
WA702       0803  10     43.00
WA702       0803  11     40.00
WA702       0803  12     33.00
WA702       0803  13     33.00
WA702       0803  14     42.00
WA702       0803  15     47.00
WA702       0803  16     42.00
WA702       0803  17     38.00
WA702       0803  18   -999.00
WA702       0803  19     37.00
WA702       0803  20     33.00
WA702       0803  21     41.00
WA702       0803  22     39.00
WA702       0803  23     32.00
WA702       0803  24     34.00
WA702       0803  25     40.00
WA702       0803  26     40.00
WA702       0803  27     36.00
WA702       0803  28     35.00
WA702       0803  29     39.00
WA702       0803  30     41.00
WA702       0803  31     39.00
WA702       0903   1     36.00
WA702       0903   2     49.00
WA702       0903   3     50.00
WA702       0903   4     47.00
WA702       0903   5     44.00
WA702       0903   6     46.00
WA702       0903   7     43.00
WA702       0903   8     41.00
WA702       0903   9     39.00
WA702       0903  10     44.00
WA702       0903  11   -999.00
WA702       0903  12     31.00
WA702       0903  13     31.00
WA702       0903  14     32.00
WA702       0903  15     31.00
WA702       0903  16     35.00
WA702       0903  17     36.00
WA702       0903  18     37.00
WA702       0903  19     39.00
WA702       0903  20     35.00
WA702       0903  21     32.00
WA702       0903  22     36.00
WA702       0903  23     34.00
WA702       0903  24     42.00
WA702       0903  25     41.00
WA702       0903  26     43.00
WA702       0903  27     55.00
WA702       0903  28     51.00
WA702       0903  29     49.00
WA702       0903  30     41.00
WA702       1003   1     40.00
WA702       1003   2     40.00
WA702       1003   3     38.00
WA702       1003   4     42.00
WA702       1003   5     39.00
WA702       1003   6     37.00
WA702       1003   7     33.00
WA702       1003   8     33.00
WA702       1003   9     35.00
WA702       1003  10     32.00
WA702       1003  11     33.00
WA702       1003  12     34.00
WA702       1003  13     37.00
WA702       1003  14     32.00
WA702       1003  15     34.00
WA702       1003  16     36.00
WA702       1003  17     39.00
WA702       1003  18     36.00
WA702       1003  19     44.00
WA702       1003  20     47.00
WA702       1003  21     51.00
WA702       1003  22     37.00
WA702       1003  23     29.00
WA702       1003  24     29.00
WA702       1003  25     32.00
WA702       1003  26     37.00
WA702       1003  27     36.00
WA702       1003  28     33.00
WA702       1003  29     27.00
WA702       1003  30     18.00
WA702       1003  31     12.00
WA702       1103   1     14.00
WA702       1103   2     20.00
WA702       1103   3      8.00
WA702       1103   4      6.00
WA702       1103   5     17.00
WA702       1103   6     19.00
WA702       1103   7     24.00
WA702       1103   8     31.00
WA702       1103   9     29.00
WA702       1103  10     34.00
WA702       1103  11     32.00
WA702       1103  12     25.00
WA702       1103  13     30.00
WA702       1103  14     36.00
WA702       1103  15     32.00
WA702       1103  16     32.00
WA702       1103  17     30.00
WA702       1103  18     36.00
WA702       1103  19     26.00
WA702       1103  20     17.00
WA702       1103  21     11.00
WA702       1103  22      9.00
WA702       1103  23     28.00
WA702       1103  24     25.00
WA702       1103  25     27.00
WA702       1103  26     28.00
WA702       1103  27     18.00
WA702       1103  28     29.00
WA702       1103  29     30.00
WA702       1103  30     28.00
WA702       1203   1     31.00
WA702       1203   2     33.00
WA702       1203   3     26.00
WA702       1203   4     25.00
WA702       1203   5     33.00
WA702       1203   6     16.00
WA702       1203   7     19.00
WA702       1203   8     25.00
WA702       1203   9     25.00
WA702       1203  10     25.00
WA702       1203  11     24.00
WA702       1203  12     26.00
WA702       1203  13     27.00
WA702       1203  14     26.00
WA702       1203  15     25.00
WA702       1203  16     29.00
WA702       1203  17     22.00
WA702       1203  18     31.00
WA702       1203  19     30.00
